region,city,date,organizer,topic,participants_registered,participants_actual
Hessen,Wiesbaden,2022-05-21,Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,20.0,
Hessen,Wiesbaden,2022-05-23,ADFC Wiesbaden,Aufstellung Geisterrad,40.0,
Hessen,Wiesbaden,2022-05-25,evangelische Hoffnungsgemeinde Wiesbaden,Krieg in der Ukraine,15.0,
Hessen,Wiesbaden,2022-05-27,Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / Massentierhaltung,3.0,
Hessen,Wiesbaden,2022-05-28,Activists for the Victims e. V.,Tierrechte / Veganismus,17.0,
Hessen,Wiesbaden,2022-05-28,Warmes Wiesbaden e. V.,Christopher Street Day Wiesbaden (CSD),2000.0,
Hessen,Wiesbaden,2022-05-30,Mainzer Schilderlauf,"Mainzer Schilderlauf für einen friedlichen Austausch gegen Krieg, Ausgrenzung, Spaltung + Impfpflicht",75.0,
Hessen,Wiesbaden,2022-05-31,Udo Bergfeld,"Umwelt-, Wirtschafts- und Gesundheitspolitik",150.0,
Hessen,Wiesbaden,2022-06-01,Evangelische Hoffnungsgemeinde Wiesbaden,Krieg in der Ukraine,15.0,
Hessen,Wiesbaden,2022-06-02,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-06-09,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-06-11,Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / gegen Massentierhaltung,10.0,
Hessen,Wiesbaden,2022-06-11,Activists for the Victims e. V.,Tierrechte / Veganismus,17.0,
Hessen,Wiesbaden,2022-06-11,Mahnwache Demokratie WI RTK,"Corona Maßnahmen, drohender Impfzwang",12.0,
Hessen,Wiesbaden,2022-06-13,Hagen Kopp,Mahnwache zum Untersuchungsausschuss zu Hanau,30.0,
Hessen,Wiesbaden,2022-06-13,Mainzer Schilderlauf,Mainzer Schilderlauf,100.0,
Hessen,Wiesbaden,2022-06-14,Vereinte Dienstleistungsgewerkschaft ver.di,Aktionstag Hessischer Lohntarifvertrag,80.0,
Hessen,Wiesbaden,2022-06-14,Verein zur Förderung sozial und gesundheitlich benachteiligter Menschen in Mainz und Umgebung e.V.,Solidarität mit Obdachlosen Menschen in Wiesbaden,50.0,
Hessen,Wiesbaden,2022-06-23,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-06-25,Activists for the Victims e. V.,Tierrechte / Veganismus,17.0,
Hessen,Wiesbaden,2022-06-25,Mahnwache Demokratie WI RTK,"Corona Maßnahmen, drohender Impfzwang",12.0,
Hessen,Wiesbaden,2022-06-25,Pottershaus Wiesbaden e. V.,Christus für alle Nationen,105.0,
Hessen,Wiesbaden,2022-06-30,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-07-04,Hagen Kopp,Mahnwache zum Untersuchungsausschuss zu Hanau,30.0,
Hessen,Wiesbaden,2022-07-04,Mainzer Schilderlauf,Mainzer Schilderlauf,100.0,
Hessen,Wiesbaden,2022-07-05,Stella Vittali,Gegen die Kriminalität von Klimaprotest,20.0,
Hessen,Wiesbaden,2022-07-05,Bürgerinitiative gegen die Vollsperrung der L3011 in Lorsbach,BI gegen Vollsperrung der L3011,60.0,
Hessen,Wiesbaden,2022-07-07,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-07-09,Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / gegen Massentierhaltung,10.0,
Hessen,Wiesbaden,2022-07-09,"Mahnwache Demokratie Wiesbaden RTK e. V,","Corona Maßnahmen, drohender Impfzwang",20.0,
Hessen,Wiesbaden,2022-07-09,Activists for the Victims e. V.,Tierrechte / Veganismus,17.0,
Hessen,Wiesbaden,2022-07-12,dielinke.SDS Hessen,Wir sind noch da - für unabhängige Unis und eine starke Studischaft,250.0,
Hessen,Wiesbaden,2022-07-14,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-07-15,Junge Liberale Hessen,Änderung des hessischen Sicherheitsgesetzes,50.0,
Hessen,Wiesbaden,2022-07-16,Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,20.0,
Hessen,Wiesbaden,2022-07-18,Hagen Kopp,Mahnwache zum Untersuchungsausschuss zu Hanau,30.0,
Hessen,Wiesbaden,2022-07-21,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-07-21,Katharina Wender,AfD wegbassen,27.0,
Hessen,Wiesbaden,2022-07-23,Activists for the Victims e. V.,Tierrechte / Veganismus,17.0,
Hessen,Wiesbaden,2022-07-25,Handiclapped-Kultur Barrierefrei e. V.,Inklusion Rockt und Rollt,100.0,
Hessen,Wiesbaden,2022-07-28,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-08-04,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-08-06,Activists for the Victims e. V.,Tierrechte / Veganismus,17.0,
Hessen,Wiesbaden,2022-08-11,Tour de Natur c/o Grüne Liga Dresden/Oberes Elbtal e. V.,Umwelt- und sozialverträgliche Verkehrspolitik und Lebensweise,135.0,
Hessen,Wiesbaden,2022-08-11,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-08-12,Tour de Natur c/o Grüne Liga Dresden/Oberes Elbtal e. V.,Umwelt- und sozialverträgliche Verkehrspolitik und Lebensweise,135.0,
Hessen,Wiesbaden,2022-08-13,Ärzte gegen Tierversuche e. V.,Europa ohne Tierversuche - Europäische Bürgerinitiative,7.0,
Hessen,Wiesbaden,2022-08-13,Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / gegen Massentierhaltung,10.0,
Hessen,Wiesbaden,2022-08-18,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-08-20,Activists for the Victims e. V.,Tierrechte / Veganismus,17.0,
Hessen,Wiesbaden,2022-08-24,Ukrainischer Verein in Mainz e. V.,Stand with Ukraine,200.0,
Hessen,Wiesbaden,2022-08-27,"Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,30.0,
Hessen,Wiesbaden,2022-08-27,Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,20.0,
Hessen,Wiesbaden,2022-08-28,Verkehrswende Hessen,Rad-Sternfahrt: Verkehrswende Hessen - JETZT!,7500.0,
Hessen,Wiesbaden,2022-09-01,Die LINKE,Demo für Frieden und Abrüstung - Antikriegstag,25.0,
Hessen,Wiesbaden,2022-09-01,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-09-03,Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,40.0,
Hessen,Wiesbaden,2022-09-03,"Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,35.0,
Hessen,Wiesbaden,2022-09-04,Dorina Diestelkamp,"Naturrecht, Frauenrechte ,Spaltung, Rassismus ,Salafismus, Hetze gegen andere Religionen , Gewalt Freiheit Frieden für die Mitbürger",6.0,
Hessen,Wiesbaden,2022-09-05,Hagen Kopp,Mahnwache zum Untersuchungsausschuss zu Hanau,30.0,
Hessen,Wiesbaden,2022-09-08,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-09-08,Bürgerrechtsbewegung Solidarität,Zum 100. Geburtstag vom Lyndon LaRouche,12.0,
Hessen,Wiesbaden,2022-09-09,Deutsche Orchestervereinigung,#Aktion999#GoodPlayFairPay,7.0,
Hessen,Wiesbaden,2022-09-10,"Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,35.0,
Hessen,Wiesbaden,2022-09-11,Bündnis Pflegeaufstand RLP,Pflegenotstand ,1200.0,
Hessen,Wiesbaden,2022-09-15,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-09-17,Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht/gegen Massentierhaltung,10.0,
Hessen,Wiesbaden,2022-09-17,Activists for the Victims e. V.,Tierrechte / Veganismus,17.0,
Hessen,Wiesbaden,2022-09-17,"Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,35.0,
Hessen,Wiesbaden,2022-09-17,Dorina Distelkamp,"Naturrecht, Frauenrechte ,Spaltung, Rassismus ,Salafismus, Hetze gegen andere Religionen , Gewalt Freiheit Frieden für die Mitbürger",11.0,
Hessen,Wiesbaden,2022-09-17,"Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,35.0,
Hessen,Wiesbaden,2022-09-18,Cindy Rico Carmona,Aktionstag für das gute Leben,100.0,
Hessen,Wiesbaden,2022-09-20,ver.di,Gute Finanzierung des Gesundheitssystems,300.0,
Hessen,Wiesbaden,2022-09-21,Sozialverband Vdk Hessen-Thüringen,Bessere Rahmenbedingungen für pflegende Menschen,30.0,
Hessen,Wiesbaden,2022-09-22,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-09-23,Fridaysforfuture Wiesbaden,"Klimagerechtigkeit unter dem Motto ""peoplenotprofit""",2000.0,
Hessen,Wiesbaden,2022-09-25,ADFC Wiesbaden,Kidical Mass Wiesbaden,300.0,
Hessen,Wiesbaden,2022-09-26,Hagen Kopp,Mahnwache zum Untersuchungsausschuss zu Hanau,30.0,
Hessen,Wiesbaden,2022-09-29,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-10-01,Animal Rights Watch e. V.,Wiesbaden Pelzfrei Tierrechtsdemo,225.0,
Hessen,Wiesbaden,2022-10-01,"Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,35.0,
Hessen,Wiesbaden,2022-10-02,Bündnis für Frieden und soziale Gerechtigkeit,Mahnwache für Frieden und Gerechtigkeit,75.0,
Hessen,Wiesbaden,2022-10-07,"Mädchenarbeitskreis der Landeshauptstadt Wiesbaden, Amt für Soziale Arbeit",Aktionsmarsch anlässlich des Internationalen Mächentags 2022,350.0,
Hessen,Wiesbaden,2022-10-08,DGB Wiesbaden Rheingau-Taunus / Mieterbund Wiesbaden,Aktionstag Mietenstopp,30.0,
Hessen,Wiesbaden,2022-10-08,"Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,35.0,
Hessen,Wiesbaden,2022-10-08,Pottershaus Wiesbaden e. V.,Friede in unfriedlichen Zeiten,20.0,
Hessen,Wiesbaden,2022-10-09,Bündnis für Frieden und soziale Gerechtigkeit,Mahnwache für Frieden und Gerechtigkeit,75.0,
Hessen,Wiesbaden,2022-10-11,ver.di,Corona Prämie für die Hessen,80.0,
Hessen,Wiesbaden,2022-10-14,,Mahnwache zum Untersuchungsausschuss zu Hanau,30.0,
Hessen,Wiesbaden,2022-10-15,"Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,35.0,
Hessen,Wiesbaden,2022-10-15,Activists for the Victims e. V.,Tierrechte / Veganismus,17.0,
Hessen,Wiesbaden,2022-10-16,Bündnis für Frieden und soziale Gerechtigkeit,Mahnwache für Frieden und Gerechtigkeit,75.0,
Hessen,Wiesbaden,2022-10-20,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-10-21,DIE LINKE Wiesbaden,Energiepreiskrise,10.0,
Hessen,Wiesbaden,2022-10-22,Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,35.0,
Hessen,Wiesbaden,2022-10-23,Bündnis für Frieden und Soziale Gerechtigkeit,Mahnwache für Frieden und Soziale Gerechtigkeit,35.0,
Hessen,Wiesbaden,2022-10-27,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-10-27,LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,11.0,
Hessen,Wiesbaden,2022-10-28,Bürgerbewegung PAX EUROPA e. V.,Aufklärung über politischen Islam,50.0,
Hessen,Wiesbaden,2022-10-28,Katharina Wender,Gegen Rechte Hetze,35.0,
Hessen,Wiesbaden,2022-10-29,Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,35.0,
Hessen,Wiesbaden,2022-10-29,Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / gegen Massentierhaltung,10.0,
Hessen,Wiesbaden,2022-10-29,Activists for the Victims e. V.,Tierrechte / Veganismus,17.0,
Hessen,Wiesbaden,2022-10-29,Katharina Wender,Aufstände im Iran,100.0,
Hessen,Wiesbaden,2022-10-30,Bündnis für Frieden und Soziale Gerechtigkeit,Mahnwache für Frieden und Soziale Gerechtigkeit,30.0,
Hessen,Wiesbaden,2022-10-31,IG Metall Mainz-Wiesbaden,Tarifrunde der Metall- und Elektroindustrie,500.0,
Hessen,Wiesbaden,2022-10-31,Hagen Kopp,Mahnwache zum Untersuchungsausschuss zu Hanau,30.0,
Hessen,Wiesbaden,2022-10-31,Katharina Wender,Verfassungsschutz abschaffen,70.0,
Hessen,Wiesbaden,2022-11-03,"Vereinte Dienstleistungsgewerkschaft ver.di, Fachbereich C Hessen","""Hör mal wer da spricht"" - ver.di untermauert Tarifforderungen",200.0,
Hessen,Wiesbaden,2022-11-03,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-11-03,Kreisverein Lippe Weserbergland Väteraufbruch für Kinder,"Rechte für Kinder, Illegale Inobhutnahmen, Kindesentziehung",4.0,
Hessen,Wiesbaden,2022-11-03,LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,11.0,
Hessen,Wiesbaden,2022-11-04,Tigray Verein in Deutschland,Gegen den Völkermord in Tigray / Äthiopien,300.0,
Hessen,Wiesbaden,2022-11-04,Malteser Werke / Haus der Kulturen,aktuelle Situation im Iran,150.0,
Hessen,Wiesbaden,2022-11-04,Albert Schweitzer Stiftung für unsere Mitwelt,Tierschutz,5.0,
Hessen,Wiesbaden,2022-11-05,Fridaysforfuture Wiesbaden,Klimaschädlicher Braunkohle Abbau im Rheinischen Kohlerevier und die Enteignung des Dorfes Lützerath für den Abbau vom Energiekonzern RWE,10.0,
Hessen,Wiesbaden,2022-11-05,Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,35.0,
Hessen,Wiesbaden,2022-11-06,Bündnis für Frieden und Soziale Gerechtigkeit,Mahnwache für Frieden und Soziale Gerechtigkeit,30.0,
Hessen,Wiesbaden,2022-11-12,Activists for the Victims e. V.,Tierrechte / Veganismus,17.0,
Hessen,Wiesbaden,2022-11-12,Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,35.0,
Hessen,Wiesbaden,2022-11-12,Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / gegen Massentierhaltung ,10.0,
Hessen,Wiesbaden,2022-11-12,Schiller Instiut,Keinen Krieg gegen Russland / gebt uns Frieden,9.0,
Hessen,Wiesbaden,2022-11-16,DIE LINKE Wiesbaden,Energiepreiskrise,10.0,
Hessen,Wiesbaden,2022-11-17,IG Metall Mainz-Wiesbaden,Zentrale Warnstreikaktion zur Tarifrunde der Metall- und Elektroindustrie,300.0,
Hessen,Wiesbaden,2022-11-19,Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,35.0,
Hessen,Wiesbaden,2022-11-19,Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,20.0,
Hessen,Wiesbaden,2022-11-20,Katharina Wender,Trans remembrance day,50.0,
Hessen,Wiesbaden,2022-11-24,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-11-24,LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,11.0,
Hessen,Wiesbaden,2022-11-25,Katharina Wender,Tag gegen Gewalt an Flinta*,200.0,
Hessen,Wiesbaden,2022-11-26,Activists for the Victims e. V.,Tierrechte / Veganismus,17.0,
Hessen,Wiesbaden,2022-11-26,Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,30.0,
Hessen,Wiesbaden,2022-12-01,LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,11.0,
Hessen,Wiesbaden,2022-12-01,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-12-02,DIE LINKE Wiesbaden,Energiepreiskrise,10.0,
Hessen,Wiesbaden,2022-12-03,Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,30.0,
Hessen,Wiesbaden,2022-12-06,Grüne Jugend Wiesbaden,Sozialpolitik im Winter,3.0,
Hessen,Wiesbaden,2022-12-08,Mahnwache Wiesbaden Rheingau Taunus Kreis e. V.,"Meinungsfreiheit, journalistische Sorgfalt",4.0,
Hessen,Wiesbaden,2022-12-09,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-12-10,Greenpeace,Klimawandel geht alle an,10.0,
Hessen,Wiesbaden,2022-12-10,Activists for the Victims e. V.,Tierrechte / Veganismus,17.0,
Hessen,Wiesbaden,2022-12-10,Mahnwache Demokratie Wiesbaden RTK e. V.,Erhaltung unserer Grundrechte,35.0,
Hessen,Wiesbaden,2022-12-10,Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / gegen Massentierhaltung,8.0,
Hessen,Wiesbaden,2022-12-10,Katharina Wender,Proteste im Iran,70.0,
Hessen,Wiesbaden,2022-12-12,ver.di Bezirk Wiesbaden,Tarifrunde der Stationierungsstreitkräfte,80.0,
Hessen,Wiesbaden,2022-12-15,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",20.0,
Hessen,Wiesbaden,2022-12-15,LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,11.0,
Hessen,Wiesbaden,2022-12-16,Bürgerinitiative gegen die Vollsperrung der L3011 in Lorbach,Mahnwache gegen die geplante Vollsperrung der L3011,12.0,
Hessen,Wiesbaden,2022-12-16,Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,20.0,
Hessen,Wiesbaden,2022-12-17,Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,20.0,
Hessen,Wiesbaden,2022-12-28,Larissa Klee,Gegen Tiere im Zirkus,10.0,
Nordrhein-Westfalen,Duisburg,2022-01-03,,"Spaltung der Gesellschaft durch Corona-Politik, keine Impfpflicht (allgemein + besondere)",,
Nordrhein-Westfalen,Duisburg,2022-01-03,,Impflücken bekämpfen!,30.0,
Nordrhein-Westfalen,Duisburg,2022-01-06,,Mahnwache zur Freilassung von Julian Assange,10.0,
Nordrhein-Westfalen,Duisburg,2022-01-08,,Tierrechte Veganismus,17.0,
Nordrhein-Westfalen,Duisburg,2022-01-10,,"Spaltung der Gesellschaft durch Corona-Politik, keine Impfpflicht (allgemein + besondere)",450.0,
Nordrhein-Westfalen,Duisburg,2022-01-10,,"Ausblick in 2022, gegen die Abwälzung der Krisenlasten auf die Bevölkerung, Stoppt die „Querdenker“ und den fahrlässigen Umgang mit der Gesundheit aller!",35.0,
Nordrhein-Westfalen,Duisburg,2022-01-10,,Mahnwache gegen Querdenker! Impflücken aktiv bekämpfen!,100.0,
Nordrhein-Westfalen,Duisburg,2022-01-15,,Corona-Pandemie,7.0,
Nordrhein-Westfalen,Duisburg,2022-01-17,,"Spaltung der Gesellschaft durch Corona-Politik, keine Impfpflicht (allgemein + besondere)",450.0,
Nordrhein-Westfalen,Duisburg,2022-01-17,,Mahnwache gegen Querdenker! Impflücken aktiv bekämpfen!,100.0,
Nordrhein-Westfalen,Duisburg,2022-01-20,,Mahnwache zur Freilassung von Julian Assange,10.0,
Nordrhein-Westfalen,Duisburg,2022-01-21,,Tierrechte Veganismus,17.0,
Nordrhein-Westfalen,Duisburg,2022-01-22,,Gegen PEGIDA NRW,250.0,
Nordrhein-Westfalen,Duisburg,2022-01-22,,Deutscher Mut in dunklen Zeiten!,90.0,
Nordrhein-Westfalen,Duisburg,2022-01-22,,Kein Platz für Rassisten in Duisburg,100.0,
Nordrhein-Westfalen,Duisburg,2022-01-24,,"Spaltung der Gesellschaft durch Corona-Politik, keine Impfpflicht (allgemein + besondere)",450.0,
Nordrhein-Westfalen,Duisburg,2022-01-24,,"Freie Impfentscheidung.
Freies Leben ohne Massnahmen. 
Keine Ausgrenzung von Menschen!",300.0,
Nordrhein-Westfalen,Duisburg,2022-01-24,,Impfmücken gegen Impflücken,100.0,
Nordrhein-Westfalen,Duisburg,2022-01-25,,PKK von der EU-Terrorliste streichen,30.0,
Nordrhein-Westfalen,Duisburg,2022-01-28,,Gegen Zensierung der politischer Musik,30.0,
Nordrhein-Westfalen,Duisburg,2022-01-31,,"Spaltung der Gesellschaft durch Corona-Politik, keine Impfpflicht (allgemein + besondere)",350.0,
Nordrhein-Westfalen,Duisburg,2022-01-31,,Impfmücken gegen Impflücken,100.0,
Nordrhein-Westfalen,Duisburg,2022-01-31,,"Freie Impfentscheidung.
Freies Leben ohne Massnahmen. 
Keine Ausgrenzung von Menschen!",310.0,
Nordrhein-Westfalen,Duisburg,2022-01-31,,Mahnwache für die Coronatoten Duisburgs,50.0,
Nordrhein-Westfalen,Duisburg,2022-02-02,,"Hoffnung durch Glaube, Gegen Hass und Gewalt für Freiden und Nächstenliebe",12.0,
Nordrhein-Westfalen,Duisburg,2022-02-02,,"heutige Bombardierung eines Flüchtlingslagers in Machmur, sowie der Stadt Schengal und Berik",50.0,
Nordrhein-Westfalen,Duisburg,2022-02-03,,"Hoffnung durch Glaube, Gegen Hass und Gewalt für Freiden und Nächstenliebe",12.0,
Nordrhein-Westfalen,Duisburg,2022-02-04,,"Hoffnung durch Glaube, Gegen Hass und Gewalt für Freiden und Nächstenliebe",12.0,
Nordrhein-Westfalen,Duisburg,2022-02-04,,Freiheit für Öcalan,6.0,
Nordrhein-Westfalen,Duisburg,2022-02-05,,Mahnwache zur Freilassung von Julian Assange,15.0,
Nordrhein-Westfalen,Duisburg,2022-02-05,,PKK von der EU-Terrorliste streichen,20.0,
Nordrhein-Westfalen,Duisburg,2022-02-05,,"Kleine Protestaktion anlässlich der politischen Menschrechtslage in der Türkei machen werden. Es wurden aktuelle Entscheidungen getroffen, die wir nicht hinnehmen wollen.",12.0,
Nordrhein-Westfalen,Duisburg,2022-02-07,,Impfmücken gegen Impflücken,100.0,
Nordrhein-Westfalen,Duisburg,2022-02-07,,"Freie Impfentscheidung.
Freies Leben ohne Massnahmen. 
Keine Ausgrenzung von Menschen!",320.0,
Nordrhein-Westfalen,Duisburg,2022-02-07,,Gegen die wachsende Kriegsgefahr die die Welt an den Abgrund führt! Stoopt die „Querdenker“ und den fahrlässigen Umgang mit der Ge-sundheit aller!“ und den fahrlässigen Umgang mit der Gesundheit al-ler!,35.0,
Nordrhein-Westfalen,Duisburg,2022-02-11,,"Sofortiger Stopp 3G/2G, Sofortiger Stopp Impfwahnsinn, Spaltung + Framing durch Medien, Wir lassen uns nicht spalten, wir wollen reden und Lösungen finden ohne Vorurteile. ",100.0,
Nordrhein-Westfalen,Duisburg,2022-02-12,,Tierrechte Veganismus,17.0,
Nordrhein-Westfalen,Duisburg,2022-02-12,,Aktuelle Wirtschaftspolitik,12.0,
Nordrhein-Westfalen,Duisburg,2022-02-14,,Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,350.0,
Nordrhein-Westfalen,Duisburg,2022-02-14,,Grundrechte sind nicht verhandelbar,250.0,
Nordrhein-Westfalen,Duisburg,2022-02-14,,Impfmücken gegen Impflücken,100.0,
Nordrhein-Westfalen,Duisburg,2022-02-16,,"Freie Impfentscheidung, gegen Corona-Maßnahmen, für uneinge-schränkte Entwicklung der Kinder",17.0,
Nordrhein-Westfalen,Duisburg,2022-02-19,,Kundgebung anlässlich des 2. Jahrestages des rassistischen Anschlags von Hanau,50.0,
Nordrhein-Westfalen,Duisburg,2022-02-19,,"19: Februar - 2 Jahre nach Hanau: Kein Vergeben, kein Vergessen!",100.0,
Nordrhein-Westfalen,Duisburg,2022-02-21,,Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,350.0,
Nordrhein-Westfalen,Duisburg,2022-02-21,,Impfmücken gegen Impflücken,100.0,
Nordrhein-Westfalen,Duisburg,2022-02-23,,Kundgebung gegen den drohenden Krieg (Russland - Ukraine),75.0,
Nordrhein-Westfalen,Duisburg,2022-02-24,,PKK von der EU-Terrorliste streichen,20.0,
Nordrhein-Westfalen,Duisburg,2022-02-24,,Die russische Armee bombardiert die Ukraine.,75.0,
Nordrhein-Westfalen,Duisburg,2022-02-24,,Solidarität mit der Ukraine,50.0,
Nordrhein-Westfalen,Duisburg,2022-02-25,,Tierrechte Veganismus,17.0,
Nordrhein-Westfalen,Duisburg,2022-02-25,,"Friedlicher Autokorso gegen politischen Machtmissbrauch, Aufhetzung, Angstmache und Zensur. …",20.0,
Nordrhein-Westfalen,Duisburg,2022-02-28,,Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,350.0,
Nordrhein-Westfalen,Duisburg,2022-02-28,,Impfmücken gegen Impflücken,100.0,
Nordrhein-Westfalen,Duisburg,2022-02-28,,Gegen jede imperialistische Agression - Kampf der Weltkrieggefahr,75.0,
Nordrhein-Westfalen,Duisburg,2022-02-28,,„Kreativquartier Ruhrort“ (Frau Eveline Helget) am 28.02.2022 ,,
Nordrhein-Westfalen,Duisburg,2022-03-02,,"Freie Impfentscheidung, gegen Corona-Maßnahmen, für uneingeschränkte Entwicklung der Kinder",17.0,
Nordrhein-Westfalen,Duisburg,2022-03-03,,Mahnwache zur Freilassung von Julian Assange,10.0,
Nordrhein-Westfalen,Duisburg,2022-03-03,,Friedendemo,1000.0,
Nordrhein-Westfalen,Duisburg,2022-03-04,,"Infostand zum Thema ""Energiepreise senken""",10.0,
Nordrhein-Westfalen,Duisburg,2022-03-05,,Für den Frieden in der Ukraine - gegen Putins Krieg,900.0,
Nordrhein-Westfalen,Duisburg,2022-03-07,,Der internationale Tag der Frau,45.0,
Nordrhein-Westfalen,Duisburg,2022-03-07,,Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,185.0,
Nordrhein-Westfalen,Duisburg,2022-03-07,,Impfmücken gegen Impflücken,100.0,
Nordrhein-Westfalen,Duisburg,2022-03-08,,8. März Weltfrauentag,125.0,
Nordrhein-Westfalen,Duisburg,2022-03-08,,Internationaler Frauentag,100.0,
Nordrhein-Westfalen,Duisburg,2022-03-08,,Tarifrunde Sozial- und Erziehungsdienste,275.0,
Nordrhein-Westfalen,Duisburg,2022-03-09,,Friedensmarsch,1300.0,
Nordrhein-Westfalen,Duisburg,2022-03-10,,Friedenkundgebung anlsässlich der Russland-Ukraine-Krise,1750.0,
Nordrhein-Westfalen,Duisburg,2022-03-11,,Tierrechte Veganismus,17.0,
Nordrhein-Westfalen,Duisburg,2022-03-11,,In Gedenken an den Krieg zwischen der Russischen Förderation und der Ukraine,10.0,
