event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
DEU16237,31 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Der Tagesspiegel,Subnational,"On 31 May 2023, at the call of ALG, a few hundred people staged a protest march from Frankfurter Tor to Strausberger Platz in Berlin - Friedrichshain-Kreuzberg, to protest against police raids and incarcerations against the activist group in the days prior. They also called for more climate action.",0,crowd size=a few hundred,1690902462,11620,45734,127378,11620
DEU16276,27 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Palestinian Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Rote Fahne,National,"On 27 May 2023, on the occasion of Nakba Day, between 200 and 300 people, including members of the Palestinian community, demonstrated at Oranienplatz in Berlin - Friedrichshain-Kreuzberg against several bans on pro-Palestinian demonstrations in Berlin. Demonstrators gathered for the Palestinian liberation struggle and denounced how criticism of the Israeli occupation policy was defined as anti-Semitic. The demonstrators dispersed under police watch.",0,crowd size=between 200 and 300,1686064850,11620,45734,127378,11620
DEU16284,26 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Zeitung; Der Tagesspiegel,Subnational-National,"On 26 May 2023, around 1,000 people demonstrated from Frankfurter Allee, in Berlin - Friedrichshain-Kreuzberg, marching to the Brandenburg Gate, in Berlin - Mitte against the nationwide raids against members of the climate group Uprising of the Last Generation (ALG). They also denounced the climate catastrophe.",0,"crowd size=around 1,000",1686064850,23736,43046,138680,23736
DEU16193,24 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Braunschweiger Zeitungsverlag; Leipziger Volkszeitung,National,"On 24 May 2023, several hundred people demonstrated in Berlin against the criminalization of the climate movement. Demonstrators denounced the nationwide raids against members of the climate group Uprising of the Last Generation (ALG).",0,crowd size=several hundred,1685457415,12063,36936,140673,12063
DEU16192,23 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Kleine Zeitung,Regional,"On 23 May 2023, people demonstrated in Berlin against the criminalization of the climate movement. Demonstrators denounced the nationwide raids against members of the climate group Uprising of the Last Generation (ALG).",0,crowd size=no report,1685457415,12063,36936,140673,12063
DEU16197,23 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),IGM: Industrial Union of Metalworkers; Labor Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Mitteldeutschen Zeitung,National,"On 23 May 2023, at the call of IGM, around 250 people, including employees of the wind turbine manufacturer Vestas, demonstrated near the building of the Federal Ministry for Economic Affairs and Climate Action in Berlin - Mitte against the planned closure of their plant.",0,crowd size=around 250,1685457415,23736,43046,138680,23736
DEU16198,23 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),LGBTQ+ (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost,Subnational,"On 23 May 2023, people demonstrated and unfurled a giant rainbow flag on the lawn of the Reichstag building in Berlin - Mitte for the rights and constitutional protection of the rights of LGBTQ+ people. They gathered on the occasion of Basic Law Day.",0,crowd size=no report,1685457415,23736,43046,138680,23736
DEU16195,23 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Berliner Zeitung,National,"On 23 May 2023, members of ALG demonstrated and blocked traffic around Frankfurter Allee/Pettenkoferstrasse in Berlin - Friedrichshain-Kreuzberg to call for climate protection.",0,crowd size=no report,1690902462,11620,45734,127378,11620
DEU16196,23 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Zeitung,National,"On 23 May 2023, members of ALG demonstrated and blocked traffic around Brunnenstrasse in Berlin - Mitte to call for climate protection.",0,crowd size=no report,1690902462,23736,43046,138680,23736
DEU16200,23 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,Berliner Zeitung,National,"On 23 May 2023, members of ALG demonstrated and blocked traffic around Prenzlauer Allee height Danziger Street in Berlin - Pankow to call for climate protection.",0,crowd size=no report,1690902462,12788,67068,246971,12788
DEU16202,23 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Treptow-Kopenick,52.4175,13.6006,1,Berliner Zeitung,National,"On 23 May 2023, members of ALG demonstrated and blocked traffic around Puschkinallee/Elsenbrucke in Berlin - Treptow-Kopenick to call for climate protection.",0,crowd size=no report,1707254000,788,7756,101901,788
DEU16194,22 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,1,Hannoversche Allgemeine,National,"On 22 May 2023, members of ALG demonstrated and blocked traffic at the Hohenzollerndamm exit in Berlin - Charlottenburg-Wilmersdorf to call for climate protection. Several vehicles were also used to block the roadway.",0,crowd size=no report,1690902462,5204,47722,197160,5204
DEU16199,22 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,Hannoversche Allgemeine,National,"On 22 May 2023, members of ALG demonstrated and blocked at Danziger Strasse/corner of Prenzlauer Allee in Prenzlauer Berg in Berlin - Pankow to call for climate protection.",0,crowd size=no report,1690902462,12788,67068,246971,12788
DEU16201,22 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,1,Hannoversche Allgemeine,National,"On 22 May 2023, members of ALG demonstrated and blocked traffic in Dominicusstrasse/corner of Ebertstrasse and Tempelhofer Damm/corner of Paradestrasse, in Berlin - Tempelhof-Schoneberg to call for climate protection.",0,crowd size=no report,1690902462,6225,56478,257092,6225
DEU16189,20 May 2023,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Germany),Jewish Group (Germany); Palestinian Group (Germany); Israeli Group (Germany),5,Civilians (Germany),Journalists (Germany),7,57,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Der Tagesspiegel,Subnational,"On 20 May 2023, at the call of Berlin Jews and Israelis, dozens of people, mainly Palestinians, as well as Jewish community members and Israelis, gathered in Oranienplatz in Berlin - Friedrichshain-Kreuzberg to denounce the oppression of Palestinian people and the recent ban on Palestinian demonstrations in Germany. Despite the demonstration being a joint solidarity event, several antisemitic comments were made by a few individuals, with reported scuffles between participants, as well as instances of harassment and physical attacks on at least four press representatives, who were obstructed from covering the rally.",0,crowd size=dozens,1685457415,11620,45734,127378,45734
DEU15911,19 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,1,Berliner Zeitung; Suddeutsche Zeitung,National,"On 19 May 2023, ALG activists blocked the Spandauer Damm, Messedamm, Funkturm, Hohenzollerndamm, Bundesallee and Rudolf-Wissel-Brucke in Berlin - Charlottenburg-Wilmersdorf, gluing themselves to the tarmac, to call for climate action. The activists were removed from the streets by the police.",0,crowd size=no report,1690902462,5204,47722,197160,5204
DEU15912,19 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Rioters (Germany),,5,56,,276,Europe,Germany,Berlin,Berlin,,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,1,Suddeutsche Zeitung,National,"On 19 May 2023, ALG again blocked the traffic at several places across Berlin by gluing themselves to roads or vehicles, demanding immediate climate action. One group blocked the traffic at Kurfurstendamm (Berlin - Charlottenburg-Wilmersdorf). Angry drivers forcefully removed them from the road.",0,crowd size=no report,1690902462,5204,47722,197160,5204
DEU15922,19 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Berliner Morgenpost; Der Tagesspiegel,Subnational,"On 19 May 2023, ALG activists blocked the Frankfurter Allee in Berlin - Friedrichshain-Kreuzberg, gluing themselves to the tarmac, to call for climate action. One group also blocked the traffic in Elsenstrase. The activists were removed from the streets by police forces.",0,crowd size=no report,1690902462,11620,45734,127378,11620
DEU15943,19 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Berliner Zeitung,Subnational-National,"On 19 May 2023, ALG activists blocked the Mullerstrasse in Berlin - Mitte, gluing themselves to the tarmac, to call for climate action. The activists were removed from the streets by the police.",0,crowd size=no report,1690902462,23736,43046,138680,23736
DEU15954,19 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,Berliner Zeitung,National,"On 19 May 2023, ALG activists blocked the Prenzlauer Allee and Eberswalder Strasse in Berlin - Pankow, gluing themselves to the tarmac, to call for climate action. The activists were removed from the streets by the police.",0,crowd size=no report,1690902462,12788,67068,246971,12788
DEU15956,19 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Spandau,52.5356,13.198,1,Der Tagesspiegel,Subnational,"On 19 May 2023, ALG again blocked the traffic at several places across Berlin by gluing themselves to roads or vehicles, demanding immediate climate action. One group blocked the traffic at Rudolf-Wissell Bridge (Berlin - Spandau) and was removed by the policemen.",0,crowd size=no report,1690902462,14529,28698,192723,14529
DEU15964,19 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,1,Berliner Zeitung,National,"On 19 May 2023, ALG activists blocked the Tempelhofer Damm and Dominicusstrasse in Berlin - Tempelhof-Schoneberg, gluing themselves to the tarmac, to call for climate action. The activists were removed from the streets by the police.",0,crowd size=no report,1690902462,6225,56478,257092,6225
DEU15972,19 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Treptow-Kopenick,52.4175,13.6006,1,Berliner Morgenpost,Subnational,"On 19 May 2023, ALG activists blocked the Puschkinallee in Berlin - Treptow-Kopenick, gluing themselves to the tarmac, to call for climate action. The activists were removed from the streets by police forces.",0,crowd size=no report,1707254000,788,7756,101901,788
DEU15910,18 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,1,Berliner Morgenpost,Subnational,"On 18 May 2023, ALG activists blocked the Kurfurstendamm and an exit of highway A100, and Adenauerplatz in Berlin - Charlottenburg-Wilmersdorf, gluing themselves to cars and the tarmac, to call for climate action. The activists were removed from the cars by police forces and firefighters.",0,crowd size=no report,1690902462,5204,47722,197160,5204
DEU15921,18 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Berliner Morgenpost,Subnational,"On 18 May 2023, ALG activists blocked the Frankfurter Allee in Berlin - Friedrichshain-Kreuzberg, gluing themselves to the tarmac, to call for climate action. The activists were removed from the streets by police forces.",0,crowd size=no report,1690902462,11620,45734,127378,11620
DEU15923,18 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Lichtenberg,52.5197,13.4951,1,Suddeutsche Zeitung,National,"On 18 May 2023, ALG again blocked the traffic at several places across Berlin by gluing themselves to roads or vehicles, demanding immediate climate action. One group blocked the traffic at Berlin - Lichtenberg and was removed by the policemen.",0,crowd size=no report,1690902462,8762,35642,244402,8762
DEU15942,18 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Suddeutsche Zeitung,National,"On 18 May 2023, ALG again blocked the traffic at several places across Berlin by gluing themselves to roads or vehicles, demanding immediate climate action. One group blocked the traffic at the Main Train Station (Berlin - Mitte) and was removed by the policemen.",0,crowd size=no report,1690902462,23736,43046,138680,23736
DEU15948,17 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),LGBTQ+ (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Berliner Morgenpost,Subnational,"On 17 May 2023, activists gathered in Berlin - Neukolln, protesting against homophobia and transphobia and demanding equal rights for people of all genders.",0,crowd size=no report,1684866594,13698,46672,192613,13698
DEU15941,17 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),FFF: Fridays for Future; Students (Germany); Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost,Subnational,"On 17 May 2023, about 15 FFF activists gathered in Berlin - Mitte, protesting against investments of the Deutsche Bank in climate-sensitive industries worldwide. Another similar protest took place simultaneously in front of the DB building in Friedrichstrasse, organized by the ALG.",0,crowd size=about 15,1690902462,23736,43046,138680,23736
DEU15940,16 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Greenpeace; Farmers (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Der Tagesspiegel,Subnational,"On 16 May 2023, farmers from the Rural Agriculture Working Group (ABL) and Greenpeace activists protested in front of the Reichstag in Berlin - Mitte to call for an increase in cattle grazing program funding and fair prices of milk.",0,crowd size=no report,1684866594,23736,43046,138680,23736
DEU15909,16 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,1,Berliner Morgenpost,Subnational,"On 16 May 2023, ALG activists protested in Berlin - Charlottenburg-Wilmersdorf to call for climate protection. They staged the protest on the A100 highway between Spandauer Damm and Kaiserdamm and Bundesallee/Durlacher Street. The police chiseled protesters' hands out of the asphalt to remove them from the street.",0,crowd size=no report,1690902462,5204,47722,197160,5204
DEU15953,16 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,Berliner Morgenpost,Subnational,"On 16 May 2023, ALG activists protested on Prenzlauer Allee/Danziger Street in Berlin - Pankow to call for climate protection. The police chiseled protesters' hands to remove them from the street.",0,crowd size=no report,1690902462,12788,67068,246971,12788
DEU15963,16 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,1,Berliner Morgenpost,Subnational,"On 16 May 2023, ALG activists protested in Berlin - Tempelhof-Schoneberg to call for climate protection. They staged the protest on the Tempelhofer Damm/Hoeppnerstrasse and Hauptstrasse/Dominicusstrasse roads. The police chiseled protesters' hands to remove them from the street.",0,crowd size=no report,1690902462,6225,56478,257092,6225
DEU15970,16 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Treptow-Kopenick,52.4175,13.6006,1,Berliner Morgenpost,Subnational,"On 16 May 2023, ALG activists protested in Berlin - Treptow-Kopenick to call for climate protection. They staged the protest at Puschkinallee/Treptower Park. The police chiseled protesters' hands to remove them from the street.",0,crowd size=no report,1707254000,788,7756,101901,788
DEU15971,16 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Treptow-Kopenick,52.4175,13.6006,1,Der Tagesspiegel,Subnational,"On 16 May 2023, around 25 people protested in Wuhlheide Park, Berlin - Treptow-Kopenick against the construction of a new road.",0,crowd size=around 25,1707254000,788,7756,101901,788
DEU15947,15 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Arab Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Indymedia (Germany); Internationalistischer Abend,Other,"On 15 May 2023, around 100 people, including Arabs, marched at Sonnenallee in Berlin - Neukolln to commemorate 75 years of Nakba, a mass exodus of Arabs from Palestine. They also voiced support for Palestine in Israeli-Palestinian conflict.",0,crowd size=around 100,1684866594,13698,46672,192613,13698
DEU15908,15 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,1,Berliner Zeitung,National,"On 15 May 2023, ALG activists protested in Berlin - Charlottenburg-Wilmersdorf to call for climate protection. They blocked roads by gluing themselves to cars. The police intervened and unscrewed the car wheels to remove the blockade.",0,crowd size=no report,1690902462,5204,47722,197160,5204
DEU15939,15 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Zeitung,National,"On 15 May 2023, ALG activists protested in Berlin - Mitte to call for climate protection.",0,crowd size=no report,1690902462,23736,43046,138680,23736
DEU15952,15 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,Berliner Zeitung,National,"On 15 May 2023, ALG activists protested in Berlin - Pankow to call for climate protection. They glued themselves to car tires. The police intervened and remove a protester with an angle grinder.",0,crowd size=no report,1690902462,12788,67068,246971,12788
DEU15957,15 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Steglitz-Zehlendorf,52.428,13.2317,1,Berliner Zeitung,National,"On 15 May 2023, ALG activists protested in Berlin - Steglitz-Zehlendorf to call for climate protection.",0,crowd size=no report,1690902462,7830,24852,102728,7830
DEU15962,15 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,1,Berliner Zeitung,National,"On 15 May 2023, ALG activists protested in Berlin - Tempelhof-Schoneberg to call for climate protection.",0,crowd size=no report,1690902462,6225,56478,257092,6225
DEU15968,15 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Treptow-Kopenick,52.4175,13.6006,1,Berliner Zeitung,National,"On 15 May 2023, ALG activists protested in Berlin - Treptow-Kopenick to call for climate protection.",0,crowd size=no report,1707254000,788,7756,101901,788
DEU15969,15 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),,6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Treptow-Kopenick,52.4175,13.6006,1,Merkur,National,"On 15 May 2023, law enforcers ordered about 100 environmental activists to vacate an occupational camp in the Wuhlheide area (Berlin - Treptow-Kopenick) and the camp was liquidated. The activists were protesting against a proposed construction of a new highway in the area. Some of them were detained.",0,crowd size=about 100,1707254000,788,7756,101901,788
DEU15955,14 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Spandau,52.5356,13.198,1,Der Tagesspiegel,Subnational,"On 14 May 2023, a group of environmental activists peacefully protested on Leonardo da Vinci Street in Berlin - Spandau. They opposed the demolition of the Staudenhof building complex due to environmental and sociopolitical concerns.",0,crowd size=no report,1684866594,14529,28698,192723,14529
DEU15938,13 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost,Subnational,"On 13 May 2023, ALG activists protested at Brandenburger Tor in Berlin - Mitte to call for climate protection. The police chiseled protesters' hands to remove them from the street.",0,crowd size=no report,1690902462,23736,43046,138680,23736
DEU15966,13 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),LGBTQ+ (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Treptow-Kopenick,52.4175,13.6006,1,Der Tagesspiegel,Subnational,"On 13 May 2023, 100 LGBTQ+ activists peacefully protested in Wuhlheide Park in Berlin - Treptow-Kopenick to oppose the construction of the East Tangential Link road project due to environmental concerns.",0,crowd size=100,1707254000,788,7756,101901,788
DEU15967,13 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Treptow-Kopenick,52.4175,13.6006,1,Berliner Zeitung,National,"On 13 May 2023, Berlin Football Club fans peacefully protested before a match at a stadium in Berlin - Treptow-Kopenick. They opposed the possible investment in the German Football League (DFL).",0,crowd size=no report,1707254000,788,7756,101901,788
DEU15936,12 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Protestant Christian Group (Germany); Health Workers (Germany); Labor Group (Germany); Government of Germany (2021-); The Greens (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost,Subnational,"On 12 May 2023, around noon, at the call of the German Protestant Association for Elderly Work and Care (DEVAP), around 350 people, including striking healthcare and nursing home workers, as well as a Bundestag's national representative and Health Committee member (Greens), marched from Washingtonplatz to the main train station in Berlin - Mitte to demand better working conditions for their category, as well as better-coordinated recruitment of foreign care workers, and higher salaries to cope with cities like Berlin.",0,crowd size=around 350,1684866594,23736,43046,138680,23736
DEU15937,12 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Zeitung,National,"On 12 May 2023, patients suffering from ME/CFS from across the country gathered for a protest in front of the Reichstag building in Berlin - Mitte to raise awareness about their condition and demand more commitment to their cause from federal authorities. Members of the German ME/CFS Society, the Federal Fatigatio Association, and the Millions Missing initiative took part in the event.",0,crowd size=no report,1684866594,23736,43046,138680,23736
DEU15946,11 May 2023,2023,1,Political violence,Riots,Mob violence,Rioters (Germany),,5,Civilians (Germany),LGBTQ+ (Germany),7,57,Civilian targeting,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Berliner Zeitung,National,"On 11 May 2023, 3 men insulted with homophobic slurs and kicked two men outside a cafe at the intersection Sonnenallee, corner Weichselstrasse, in Berlin - Neukolln. One was notably pelted with a bottle and injured in the leg, and the other was punched in the back of his head.",0,crowd size=3,1684866594,13698,46672,192613,46672
DEU15951,11 May 2023,2023,1,Political violence,Riots,Mob violence,Rioters (Germany),,5,Civilians (Germany),LGBTQ+ (Germany),7,57,Civilian targeting,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,Berlin Online; Berliner Zeitung,National,"On 11 May 2023, during the afternoon, 3 men insulted with homophobic slurs, pushed and kicked a 27-year-old who was on his way to the Storkower Strasse S-Bahn station in Prenzlauer Berg in Berlin - Pankow. The victim only suffered mild injuries.",0,crowd size=3,1684866594,12788,67068,246971,67068
DEU15904,10 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany); Uyghur Ethnic Group (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Heute - Osterreichs Neue Tageszeitung; Norddeutscher Rundfunk,National-Regional,"On 10 May 2023, several groups of activists interrupted the convention of VW corporation in Berlin. Among them, environmental activists demanding more responsible climate policy - someone pelted a cake on the company representatives. Other activists protested against the company's ignorance of human rights violations in China, especially related to Uyghur forced labor. They were removed from the premises by the police. Another group of activists, including ALG, gathered outside the location with pickets.",0,crowd size=no report,1690902462,12063,36936,140673,12063
DEU15902,09 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Grey Wolves (Germany); Turkish Group (Germany),6,Protesters (Germany),PKK: Kurdistan Workers' Party; Kurdish Ethnic Group (Germany),6,66,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Der Tagesspiegel,Subnational,"On 9 May 2023, supporters of the incumbent president of Turkey belonging to the Grey Wolves gathered near the Turkish embassy in Berlin, declaring their support during the ongoing presidential election. Another group of PKK supporters gathered nearby. Verbal skirmishes were reported; police announced a brief detention or investigation, but it is unclear who was involved and whether it was linked to the gatherings.",0,crowd size=no report,1684866593,12063,36936,140673,12063
DEU15903,09 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Indymedia (Germany),Other,"On 9 May 2023, about 200 activists gathered in Berlin, protesting against alleged militarism of the German foreign policy vis-a-vis the war in Ukraine.",0,crowd size=about 200,1684866593,12063,36936,140673,12063
