event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
DEU9848,10 January 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Reinickendorf,52.5711,13.3459,1,Der Tagesspiegel,Subnational,"On 10 January 2022, about 800 people took to the streets in Tegel in Berlin - Reinickendorf (Berlin, Berlin) to protest against coronavirus-related measures.",0,crowd size=about 800,1642536650,5518,33144,207766,5518
DEU9633,10 January 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,Protesters (Germany),Grannies Against the Right (Germany); Women (Germany),6,66,,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,Der Tagesspiegel,Subnational,"On 10 January 2022, from 6 pm, about 600 people gathered in front of the town hall and marched through the Florakiez in Berlin - Pankow (Berlin, Berlin) to protest against coronavirus-related measures. Police unsuccessfully tried to convince demonstrators to stop their march. Residents occasionally poured water on the demonstrators. In the meantime, about 80 people gathered, at the call of Grannies Against the Right, in front of the town hall to denounce conspiracy theories and coronavirus deniers.",0,crowd size=about 680,1642536650,12800,67128,247194,12800
DEU9859,10 January 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,1,Der Tagesspiegel,Subnational,"On 10 January 2022, about 200 people gathered in front of the town halls of Tempelhof and Schoneberg in Berlin - Tempelhof-Schoneberg (Berlin, Berlin) to protest against coronavirus-related measures and denounce vaccination against coronavirus.",0,crowd size=about 200,1642536650,6230,56529,257324,6230
DEU9861,10 January 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Der Tagesspiegel,Subnational,"On 10 January 2022, dozens of people gathered in front of the town hall of Friedrichshain in Berlin - Friedrichshain-Kreuzberg (Berlin, Berlin) to protest against coronavirus-related measures and denounce vaccination against coronavirus.",0,crowd size=dozens,1642536650,11630,45775,127493,11630
DEU9860,10 January 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Lichtenberg,52.5197,13.4951,1,Der Tagesspiegel,Subnational,"On 10 January 2022, 100 people gathered in front of the town hall of Lichtenberg Berlin - Lichtenberg (Berlin, Berlin) to protest against coronavirus-related measures and denounce vaccination against coronavirus.",0,crowd size=100,1642536650,8770,35674,244622,8770
DEU9858,10 January 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Spandau,52.5356,13.198,1,Der Tagesspiegel,Subnational,"On 10 January 2022, about 200 people gathered in front of the town hall of Spandau in Berlin - Spandau (Berlin, Berlin) to protest against coronavirus-related measures and denounce vaccination against coronavirus.",0,crowd size=about 200,1642536650,14542,28724,192897,14542
DEU9890,10 January 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Der Tagesspiegel; Berliner Morgenpost,Subnational,"On 10 January 2022, residents and environmental activists gathered in Berlin - Friedrichshain-Kreuzberg to protest against the announced felling of 13 approximately 80-year-old poplar trees to make way for a new building complex in the area. When the police arrived to clear the area, three environmental activists climbed on the said trees to start a form of 'occupation'.",0,crowd size=at least 3,1646172102,11630,45775,127493,11630
DEU9620,10 January 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Querdenken; POE: Patriotic Opposition Europe,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Der Tagesspiegel; Redaktionsnetzwerk Deutschland,Subnational-National,"On 10 January 2022, hundreds of people, including Querdenken supporters and coronavirus deniers marched, at the call of the far-right POE Alliance, towards the ZDF Capital Studio headquarters and back in Berlin - Mitte (Berlin, Berlin) to protest against coronavirus-related measures.",0,crowd size=hundreds,1680633664,23758,43085,138805,23758
DEU9625,10 January 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),The Third Path,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Marzahn-Hellersdorf,52.5223,13.5876,1,Der Tagesspiegel,Subnational,"On 10 January 2022, about 120 people, including neo-Nazi figures and Third Path far-right party affiliates, took to the streets in the Hellersdorf area of Berlin - Marzahn-Hellersdorf (Berlin, Berlin) to protest against coronavirus-related measures.",0,crowd size=about 120,1680633664,13829,39797,196861,13829
DEU9663,10 January 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,Protesters (Germany),,6,66,,276,Europe,Germany,Berlin,Berlin,,Berlin - Treptow-Kopenick,52.4175,13.6006,1,Der Tagesspiegel; Redaktionsnetzwerk Deutschland,Subnational-National,"On 10 January 2022, hundreds of people marched through the old town in Berlin - Treptow-Kopenick (Berlin, Berlin), partly blocking traffic, to protest against coronavirus-related measures. Counter-protesters gathered outside the Kopenick town hall.",0,crowd size=hundreds,1707254004,788,7763,101993,788
DEU9727,09 January 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Der Tagesspiegel,Subnational,"On 9 January 2022, people gathered by the Karstadt department store building on Hermannplatz in Berlin - Neukolln (Berlin, Berlin), as the German Family Minister and SPD candidate for the Berlin Municipality was visiting the structure, to protest against the announced demolition and new construction plan for the building.",0,crowd size=no report,1642536650,13710,46714,192787,13710
DEU9610,09 January 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),MLPD: Marxist-Leninist Party of Germany; REBELL: Youth League Rebel; SDAJ: Socialist German Workers Youth; IB: Internationalist Alliance; Protesters (Greece); Protesters (Denmark); ATIK: Confederation of Workers from Turkey in Europe; Labor Group (Turkey); Labor Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Spandau,52.5356,13.198,1,Rote Fahne,National,"On 9 January 2022, 7,000 people, including MLPD and REBELL affiliates, members of migrant organizations, SDAJ, the Internationalist Alliance and ATIK, a German steelworker, and delegates from several European countries such as Greece and Denmark, took to the streets in Berlin - Spandau (Berlin, Berlin) to protest in favor of socialism and wealth monopolies. The event was part of an international day of commemoration of Lenin, Liebknecht and Luxemburg.",0,"crowd size=7,000",1701200405,14542,28724,192897,14542
DEU9700,08 January 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Redaktionsnetzwerk Deutschland; Berliner Zeitung,National,"On 8 January 2022, between 150 and 200 people took part in a bike and car parade through the streets of Berlin (Berlin, Berlin) to protest against coronavirus-related measures.",0,crowd size=between 150 and 200,1642536650,12073,36969,140800,12073
DEU9601,08 January 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),FFF: Fridays for Future; Students (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Kolnische Rundschau,National,"On 8 January 2022, environmental activists carried, at the call of FFF, yellow wooden crosses in Berlin (Berlin, Berlin) to call for the preservation of a village next to the Garzweiler open-cast mine and denounce the alleged environmental danger it faces. The event was part of a national day of protest.",0,crowd size=no report,1680633608,12073,36969,140800,12073
DEU9394,03 January 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),PEGIDA: Patriotic Europeans Against the Islamisation of the Occident; Querdenken,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Der Tagesspiegel; Hessische Niedersachsische Allgemeine; Passauer Neue Presse,Subnational-National,"On 3 January 2022, between 400 and 600 people, including Querdenken and PEGIDA members, demonstrated in front of the ZDF (Media) headquarters in Berlin - Mitte against coronavirus-related measures and to denounce what they perceived as a 'lying press', expressing their distrust of the media.",0,crowd size=between 400 and 600,1702412019,23758,43085,138805,23758
DEU9056,26 December 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,1,Berliner Zeitung; Berliner Morgenpost,Subnational-National,"On 26 December 2021, between 300 and 450 people demonstrated in Berlin - Charlottenburg-Wilmersdorf against coronavirus-related measures.",0,crowd size=between 300 and 450,1642167860,5211,47788,197430,5211
DEU9271,20 December 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,Merkur,National,"On 20 December 2021, around 70 people demonstrated in front of a church in Berlin - Pankow, against the current movement against coronavirus-related measures.",0,crowd size=around 70,1701200405,12806,67160,247309,12806
DEU9287,20 December 2021,2021,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),,6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Steglitz-Zehlendorf,52.428,13.2317,1,Merkur,National,"On 20 December 2021, people demonstrated in Berlin - Steglitz-Zehlendorf against coronavirus-related measures. Some arrests were conducted.",0,crowd size=no report,1701200405,7841,24886,102869,7841
DEU8910,18 December 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Querdenken,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Berliner Zeitung,National,"On 18 December 2021, several thousand people, including Querdenken members, demonstrated in Berlin against coronavirus-related measures.",0,crowd size=several thousand,1677617811,12079,36987,140865,12079
DEU8883,13 December 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),AI: Amnesty International,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost,Subnational,"On 13 December 2021, several dozen people protested in front of the Russian Embassy in Berlin - Mitte at the call of AI against the possible dissolution of the Russian human rights organization 'Memorial'.",0,crowd size=several dozen,1690902463,23769,43105,138870,23769
DEU9305,13 December 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Berliner Zeitung; Der Tagesspiegel,Subnational-National,"On 13 December 2021, several hundred people demonstrated in multiple locations in Berlin against coronavirus-related measures.",0,crowd size=several hundred,1701200405,12079,36987,140865,12079
DEU8865,11 December 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),AfD: Alternative for Germany; JA: Young Alternative for Germany,6,Protesters (Germany),,6,66,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Markische Oderzeitung; Redaktionsnetzwerk Deutschland,Subnational-National,"On 11 December 2021, around 430 people, including JA members, demonstrated at the Tiergarten near the Reichstag in Berlin - Mitte at the call of AFD against coronavirus-related measures such as possible compulsory vaccination. Protesters were also spreading conspiracy theories and were against masks as well as climate protection. Around 170 people, mostly leftists, gathered for a counter-protest. Some snowballs were thrown at other demonstrators to protest against Nazism and far-right demonstrators.",0,crowd size=around 600,1707858601,23769,43105,138870,23769
DEU8862,04 December 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Germany),Querdenken; Ver.di: United Services Union; Labor Group (Germany),5,Civilians (Germany),Journalists (Germany),7,57,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Der Tagesspiegel; Berliner Morgenpost; Berlin Online; Weser Kurier Politik; Merkur; Redaktionsnetzwerk Deutschland,Subnational-National,"On 4 December 2021, between 500 and 1,000 people, including coronavirus skeptics, Ver.di, Querdenken members, and neo-Nazis (calling themselves Division MOL), demonstrated in Berlin - Friedrichshain-Kreuzberg against coronavirus-related measures such as compulsory vaccination. Demonstrators used pyrotechnic objects. 32 people were arrested. Around 5 journalists covering the event were attacked by demonstrators and around 3 of them were slightly injured by far-right demonstrators. A procession of cars also participated.",0,"crowd size=between 500 and 1,000",1680633799,11636,45796,127552,45796
DEU8769,04 December 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Antifa,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Berlin Online,National,"On 4 December 2021, around 30 Antifa members protested on Zossener Strase in Berlin - Friedrichshain-Kreuzberg against opponents of coronavirus-related measures and for the coronavirus vaccination.",0,crowd size=around 30,1701200405,11636,45796,127552,11636
DEU8776,29 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),MLPD: Marxist-Leninist Party of Germany; REBELL: Youth League Rebel; SI: Solidarity International; Palestinian Group (Germany); Filipino Group (Germany); Women (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Rote Fahne,National,"On 29 November 2021, around 30 people, including members of several organizations (MLPD, REBELL, Solidarity International, Filipino feminist collectives) and the Palestinian community, protested at Alexanderplatz in Berlin - Mitte against the criminalization of Palestinian fighters and their organizations.",0,crowd size=around 30,1701200405,23769,43105,138870,23769
DEU8719,28 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Nnn,National,"On 28 November 2021, thousands of people protested in Berlin in solidarity with refugees at the border between Poland and Belarus.",0,crowd size=thousands,1638912793,12079,36987,140865,12079
DEU8695,27 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Die Tageszeitung; Berliner Zeitung,National,"On 27 November 2021, around 80 tenants protested in Berlin - Neukolln for the right of first refusal.",0,crowd size=around 80,1638912792,13717,46736,192876,13717
DEU8713,27 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),YPG: People's Protection Units; MLPD: Marxist-Leninist Party of Germany; Kurdish Ethnic Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Berliner Zeitung; Rote Fahne,National,"On 27 November 2021, between 1,500 (according to the police) and 5,000 (according to organizers) people, including MLPD and YPG members (Kurdish Group), demonstrated in Berlin - Friedrichshain-Kreuzberg by marching from Hermannplatz to Oranienplatz against a ban against the PKK. Demonstrators were also against the current government in Turkey.",0,"crowd size=between 1,500 and 5,000",1701200405,11636,45796,127552,11636
DEU8661,25 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany); Ver.di: United Services Union; GEW: German Education Union; Teachers (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Der Tagesspiegel,Subnational,"On 25 November 2021, between 4,000 and 6,000 public sector employees, including teachers, protested in Berlin - Mitte in front of the Brandenburg Gate at the call of unions (Ver.di, GEW) to demand better pay and better working conditions.",0,"crowd size=between 4,000 and 6,000",1701200405,23769,43105,138870,23769
DEU8679,23 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Der Tagesspiegel,Subnational,"On 23 November 2021, people protested in Berlin - Mitte against the felling of trees due to a construction project (WBM).",0,crowd size=no report,1638311365,23769,43105,138870,23769
DEU8622,19 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),FFF: Fridays for Future; Students (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Redaktionsnetzwerk Deutschland,National,"On 19 November 2021, around 500 people, including FFF members and climate protection activists, protested for the coal phase-out in Berlin - Mitte in front of the state representation of Rhineland-Palatinateagainst here representatives of the SPD, Greens and FDP had met for coalition talks. Protesters called on the new government for efficient actions to tackle climate change and keep climate heating under 1.5 degree.",0,crowd size=around 500,1701200405,23769,43105,138870,23769
DEU8605,17 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Ver.di: United Services Union; Labor Group (Germany); GEW: German Education Union; Teachers (Germany); Police Forces of Germany (2005-2021),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Der Tagesspiegel,Subnational,"On 17 November 2021, around 8,000 people, mostly employees in the public sector, including teachers, police officers, protested in Berlin - Mitte by marching to the Brandenburg Gate at the call of unions (GEW, Ver.di) for better working conditions and better pay.",0,"crowd size=around 8,000",1701200405,23769,43105,138870,23769
DEU8606,17 November 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Germany),AfD: Alternative for Germany,5,Police Forces of Germany (2005-2021),,1,15,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Zeitung,National,"On 17 November 2021, around 10,000 people, including AfD (far-right political party) members, demonstrated in Berlin - Mitte in the area of Bundestag and the Brandenburg Gates against coronavirus-related measures. Police officers used water cannons, pepper spray, and dogs, to disperse the demonstration. 365 people were arrested. Clashes broke out with several police officers who got kicked in the head and shoulders. Unknown people tried to set fire to a police car. Around 10 police officers were injured, according to the police.",0,"crowd size=around 10,000",1707858601,23769,43105,138870,43105
DEU8590,16 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Rheinische Post,National,"On 16 November 2021, 'quite a few' people, including employees of Gorillas, protested in Berlin - Friedrichshain-Kreuzberg for better working conditions, permanent job contracts, and better equipment for drivers.",0,crowd size=quite a few,1637711257,11636,45796,127552,11636
DEU8588,16 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany); EVG: Railway and Transport Union,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Donau Kurier; Merkur; Politik Express,National,"On 16 November 2021, around 1,200 people, including railway workers, protested in Berlin - Mitte in front of the FDP and Green Party headquarters at the call of EVG union against the restructuring of the railway system including the split of several Deutsche Bahn AG services as it could create precarious jobs.",0,crowd size=hundreds,1701200405,23769,43105,138870,23769
DEU8589,16 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Ver.di: United Services Union; Labor Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berlin Online; Berliner Morgenpost,Subnational-National,"On 16 November 2021, around 1,000 people, including public sector employees, protested in Berlin - Mitte by marching to the Brandenburg Gate at the call of Ver.di union for better working conditions and better pay.",0,"crowd size=around 1,000",1701200405,23769,43105,138870,23769
DEU8580,14 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Der Tagesspiegel; Merkur,Subnational-National,"On 14 November 2021, around 500 people protested in front of the Foreign Office building in Berlin - Mitte to call for the immediate reception of refugees stranded at the Polish-Belarusian border.",0,crowd size=around 500,1701200405,23769,43105,138870,23769
DEU8571,13 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Westdeutsche Allgemeine Zeitung,National,"On 13 November 2021, around 100 people protested in Berlin against nuclear phase-out and defended the idea that nuclear power helps climate protection.",0,crowd size=around 100,1695742129,12079,36987,140865,12079
DEU8551,12 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Berliner Zeitung,National,"On 12 November 2021, around 300 people protested in Berlin - Neukolln against a far-right action organized to burn Korans (that did not take place after all). Protesters were against 'Nazis'.",0,crowd size=around 300,1646172103,13717,46736,192876,13717
DEU8523,11 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),GEW: German Education Union; Teachers (Germany); Labor Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Zeitung,National,"On 11 November 2021, around 6,000 people, including teachers and daycare employees, protested in Berlin - Mitte at the call of unions (GEW) for better pay and more human resources.",0,"crowd size=around 6,000",1637105144,23769,43105,138870,23769
DEU8532,10 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Greenpeace; Students (Germany); FFF: Fridays for Future,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Merkur,National,"On 10 November 2021, people, including Greenpeace and FFF (that include students) members, protested in Berlin - Mitte in front of SPD headquarters to call on the new government for efficient actions to tackle climate change and keep climate heating under 1.5 degree.",0,crowd size=no report,1695742129,23769,43105,138870,23769
DEU8543,10 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Ver.di: United Services Union; Labor Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berlin Online; Berliner Morgenpost; Merkur,Subnational-National,"On 10 November 2021, several hundred employees protested at Kurt-Schumacher-Haus in Berlin - Mitte at the call of Ver.di union for better pay.",0,crowd size=several hundred,1701200405,23769,43105,138870,23769
DEU8549,09 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany); Ver.di: United Services Union,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,1,Berlin Online; Hessische Niedersachsische Allgemeine; Solinger-Tageblatt,National,"On 9 November 2021, numerous employees in the public sector (daycare centers, social workers, civil servants, etc.) protested in Berlin - Tempelhof-Schoneberg in front of the Tempelhof town hall at the call of Ver.di union for better pay and better working conditions.",0,crowd size=numerous,1702412019,6233,56555,257443,6233
DEU8533,08 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Health Workers (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Berliner Zeitung; Berliner Morgenpost,Subnational-National,"On 8 November 2021, between 150 and 250 people, including health workers, protested in Berlin - Friedrichshain-Kreuzberg against the closure of a clinic that provides assistance to addicts.",0,crowd size=between 150 and 250,1637105144,11636,45796,127552,11636
DEU8540,06 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Students (Germany); Teachers (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Merkur,Subnational-National,"On 6 November 2021, around 2,000 (according to organizers) people, including students and teachers, protested in Berlin - Mitte to call for more resources for school for equal opportunities and a better education system. Protesters called for more staff, better studying conditions, more classes as well as more means to fight discrimination in schools.",0,"crowd size=around 2,000",1637105144,23769,43105,138870,23769
DEU8564,06 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Women (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Steglitz-Zehlendorf,52.428,13.2317,1,WiadomosciWp,Regional,"On 6 November 2021, around 150 people protested in front of a villa in Berlin - Steglitz-Zehlendorf to denounce the death of a Polish woman who was refused an abortion in a hospital in Pszczyna (Poland) on 22 September 2021. They gathered under the slogan 'not one more'. Protesters denounced the tightening of abortion laws in Poland.",0,crowd size=around 150,1701200405,7841,24886,102869,7841
DEU8491,04 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Health Workers (Germany); Labor Group (Germany); Ver.di: United Services Union,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost,Subnational,"On 4 November 2021, more than 170 people, including health workers and employees of Asklepios, protested in Berlin - Mitte in front of Federal Ministry of Health at the call of Ver.di for better working conditions and equal pay between workers.",0,crowd size=more than 170,1701200405,23769,43105,138870,23769
DEU8481,02 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,1,Der Tagesspiegel,Subnational,"On 2 November 2021, people protested and interrupted workers on a construction site in Berlin - Charlottenburg-Wilmersdorf against the destruction of the Poelzig villa and to call for more equality in the culture of remembrance.",0,crowd size=no report,1701200405,5211,47788,197430,5211
DEU8489,02 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Campact; BUND: German Federation for the Environment and Nature Conservation; The Greens (Germany); SPD: Social Democratic Party of Germany,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Campact,New media,"On 2 November 2021, people, including members of BUND, Campact, SPD, and The Greens, protested in the government district in Berlin - Mitte to call on authorities to ban harmful pesticides, protect bees, and give more support to farmers.",0,crowd size=no report,1701200405,23769,43105,138870,23769
DEU8480,01 November 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Women (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Steglitz-Zehlendorf,52.428,13.2317,1,Wyborcza,Regional,"On 1 November 2021, people gathered in front of a villa in Berlin - Steglitz-Zehlendorf to denounce the death of a Polish woman who was refused an abortion in a hospital in Pszczyna (Poland) on 22 September 2021. They gathered under the slogan 'not one more'. Protesters denounced the tightening of abortion laws in Poland.",0,crowd size=no report,1701200405,7841,24886,102869,7841
DEU8488,30 October 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Antifa,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Indymedia (Germany),Other,"On 30 October 2021, people, including Antifa members, protested in Berlin - Mitte at the 'Mandelzweig Cafe' against far-right and Querdenken meetings at the coffee shop.",0,crowd size=no report,1690902463,23769,43105,138870,23769
DEU8487,29 October 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NPD: National Democratic Party of Germany,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Forza Nuova,New media,"On 29 October 2021, NPD members protested in front of the Italian embassy in Berlin - Mitte to call for freedom for political prisoners in Italy.",0,crowd size=no report,1694548296,23769,43105,138870,23769
DEU8470,29 October 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany); The Greens (Germany); IGM: Industrial Union of Metalworkers,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Merkur; Rote Fahne,National,"On 29 October 2021, around 700 steelworkers, The Greens and IGM members, employees (of Siemens, Daimler, Acelor Mittal Eisenhuttenstadt, Porsche, BMW, Schaeffler, MAN), protested in Berlin - Mitte in front of the Reichstag building for a sustainable and fair social-ecological transformation of the steel industry. Protesters denounced 'greenwashing' from the companies.",0,crowd size=around 700,1701200405,23769,43105,138870,23769
