	event_date	year	month	day	weekday	disorder_type	event_type	sub_event_type	actor1	assoc_actor_1	inter1	actor2	assoc_actor_2	inter2	interaction	civilian_targeting	location	latitude	longitude	source	source_scale	label	category	class	name	notes11	notes	fatalities	timestamp	population_1km	crowd_size_class	crowd_size	crowd_size_w_n	with_vehicles
0	2024-02-16	2024	2	16	Fri	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin - Mitte	52.5177	13.4024	Merkur	National		Environment	Anthropocene	Ministry of Economy / Climate Activists	about 100 climate activists participated in a protest in front of the Ministry of Economy in Berlin - Mitte (Berlin) against the use of fossil fuels and the commissioning of the LNG terminal in Mukran. The protesters demanded an immediate halt to the construction of LNG infrastructure in Germany due to fears of possible damage to the environment and tourism.	On 16 February 2024, about 100 climate activists participated in a protest in front of the Ministry of Economy in Berlin - Mitte (Berlin) against the use of fossil fuels and the commissioning of the LNG terminal in Mukran. The protesters demanded an immediate halt to the construction of LNG infrastructure in Germany due to fears of possible damage to the environment and tourism.	0	1708472102	23736	3	100.0	100	
1	2024-02-16	2024	2	16	Fri	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin - Mitte	52.5177	13.4024	Berliner Zeitung	National		War / Peace	International	Free Navalny - Putin is a killer / Solidarity with Ukraine 	in the evening, about 1,000 people participated in a protest in front of the Russian embassy in Berlin - Mitte (Berlin) to commemorate Alexei Navalny and demand a Russia without Putin. According to the protesters the Russian government and Vladimir Putin are responsible for Navalny's death. Earlier in the afternoon, about 20 people gathered in the same location under the motto 'Free Navalny - Putin is a killer'.	On 16 February 2024, in the evening, about 1,000 people participated in a protest in front of the Russian embassy in Berlin - Mitte (Berlin) to commemorate Alexei Navalny and demand a Russia without Putin. According to the protesters the Russian government and Vladimir Putin are responsible for Navalny's death. Earlier in the afternoon, about 20 people gathered in the same location under the motto 'Free Navalny - Putin is a killer'.	0	1708472102	23736	6	1020.0	1020	
2	2024-02-15	2024	2	15	Thu	Demonstrations	Protests	Protest with intervention	Protesters (Germany)	Last Generation (Germany)	6	Police Forces of Germany (2021-)		1	16		Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational		Environment	Anthropocene	Ministry of Transport / Last Generation 	3 Last Generation activists protested in the Federal Ministry of Transport in Berlin - Mitte (Berlin) against the politics of Minister of Transport Volker Wissing (FDP) and covered a wall with twelve posters. The protesters were temporarily arrested by the police.	On 15 February 2024, 3 Last Generation activists protested in the Federal Ministry of Transport in Berlin - Mitte (Berlin) against the politics of Minister of Transport Volker Wissing (FDP) and covered a wall with twelve posters. The protesters were temporarily arrested by the police.	0	1708472102	23736	1	3.0	3	
3	2024-02-15	2024	2	15	Thu	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Labor Group (Germany)	6			0	60		Berlin - Mitte	52.5177	13.4024	Berliner Morgenpost	Subnational		Human Rights	Against Racism	during the opening of the Berlinale to set a sign for democracy, diversity, and peaceful coexistence and against right-wing extremism	actors and directors protested in Berlin - Mitte (Berlin) during the opening of the Berlinale to set a sign for democracy, diversity, and peaceful coexistence and against right-wing extremism. The context of the protest was a debate about the invitation and disinvitation of several AfD politicians to the opening gala.	On 15 February 2024, actors and directors protested in Berlin - Mitte (Berlin) during the opening of the Berlinale to set a sign for democracy, diversity, and peaceful coexistence and against right-wing extremism. The context of the protest was a debate about the invitation and disinvitation of several AfD politicians to the opening gala.	0	1708472102	23736	3	200.0	NaN	
4	2024-02-14	2024	2	14	Wed	Demonstrations	Protests	Protest with intervention	Protesters (Germany)		6	Police Forces of Germany (2021-)		1	16		Berlin - Friedrichshain-Kreuzberg	52.501	13.4403	Berliner Morgenpost; Berliner Zeitung	Subnational-National		War / Peace	International	Free Palastine / Solidarity with Palastine	in the evening, about 230 pro-Palestine demonstrators participated in a sit-in in Berlin - Friedrichshain-Kreuzberg (Berlin) in front of the Springer House where a conference between German and Israeli politicians on the Middle East conflict and growing anti-Semitism took place. The demonstrators gathered under the motto 'Free Palestine'. The police ordered the demonstration to be moved to another nearby location to keep escape routes clear, carried some demonstrators away and provisionally arrested 12 participants. In the early evening, about 50 people participated in a flashmob under the motto 'Free Palestine' whereby pro-Palestinian and anti-police slogans where shouted, causing the arrest of another 10 demonstrators. During the demonstration 3 police forces were injured.	On 14 February 2024, in the evening, about 230 pro-Palestine demonstrators participated in a sit-in in Berlin - Friedrichshain-Kreuzberg (Berlin) in front of the Springer House where a conference between German and Israeli politicians on the Middle East conflict and growing anti-Semitism took place. The demonstrators gathered under the motto 'Free Palestine'. The police ordered the demonstration to be moved to another nearby location to keep escape routes clear, carried some demonstrators away and provisionally arrested 12 participants. In the early evening, about 50 people participated in a flashmob under the motto 'Free Palestine' whereby pro-Palestinian and anti-police slogans where shouted, causing the arrest of another 10 demonstrators. During the demonstration 3 police forces were injured.	0	1708472102	11620	4	280.0	280	
5	2024-02-14	2024	2	14	Wed	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin - Friedrichshain-Kreuzberg	52.501	13.4403	Berliner Morgenpost	Subnational		War / Peace	International	Stop the Financing of the Genocide / Solidarity with Palastine	in the afternoon, people participated in a small protest in front of the Springer House in Berlin - Friedrichshain-Kreuzberg (Berlin) under the motto 'Stop the financing of the genocide' referring to the situation in Gaza.	On 14 February 2024, in the afternoon, people participated in a small protest in front of the Springer House in Berlin - Friedrichshain-Kreuzberg (Berlin) under the motto 'Stop the financing of the genocide' referring to the situation in Gaza.	0	1708472102	11620	3	200.0	NaN	
6	2024-02-14	2024	2	14	Wed	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin - Mitte	52.5177	13.4024	Berliner Morgenpost	Subnational		Local	Housing	100% Tempelhofer Feld / against housing for refugees ??	at the call of the initiative '100% Tempelhofer Feld', about 20 people participated in a protest in front of the House of Representatives in Berlin - Mitte (Berlin) against a recent resolution to build more refugee accommodation and the Senat's attempt to exclude part of Tempelhofer Feld from construction protection.	On 14 February 2024, at the call of the initiative '100% Tempelhofer Feld', about 20 people participated in a protest in front of the House of Representatives in Berlin - Mitte (Berlin) against a recent resolution to build more refugee accommodation and the Senat's attempt to exclude part of Tempelhofer Feld from construction protection.	0	1708472102	23736	1	20.0	20	
7	2024-02-14	2024	2	14	Wed	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin - Neukolln	52.481	13.4354	Berliner Morgenpost; Berliner Zeitung	Subnational-National		War / Peace	International	 Solidarity with Palastine	about 100 people participated in a protest in Berlin - Neukolln (Berlin) under the motto 'Solidarity with Palestine'.	On 14 February 2024, about 100 people participated in a protest in Berlin - Neukolln (Berlin) under the motto 'Solidarity with Palestine'.	0	1708472102	13698	3	100.0	100	
8	2024-02-12	2024	2	12	Mon	Demonstrations	Riots	Violent demonstration	Rioters (Germany)		5	Police Forces of Germany (2021-)		1	15		Berlin - Neukolln	52.481	13.4354	Berliner Zeitung; Suddeutsche Zeitung	National		War / Peace	International	 Solidarity with Palastine	250 people staged a pro-Palestinian demonstration in Berlin - Neukolln (Berlin). Individuals attacked police officers by throwing stones, pyrotechnics, and bottles, leading to several arrests and an ongoing investigation.	On 12 February 2024, 250 people staged a pro-Palestinian demonstration in Berlin - Neukolln (Berlin). Individuals attacked police officers by throwing stones, pyrotechnics, and bottles, leading to several arrests and an ongoing investigation.	0	1708472102	13698	4	250.0	250	
9	2024-02-10	2024	2	10	Sat	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Grannies Against the Right (Germany); Women (Germany)	6			0	60		Berlin - Tempelhof-Schoneberg	52.4406	13.3738	Berliner Morgenpost	Subnational		Human Rights	Against Racism	Grannies against Right / against AFD	around 50 people, including Grannies Against the Right, staged a protest on Wittenberg Square in Berlin - Tempelhof-Schoneberg (Berlin), advocating against the AfD's election campaign, opposing the party's policies regarding issues such as EU withdrawal. The protest was prompted by concerns over a secret meeting between AfD representatives and extremists, discussing mass deportations of individuals with German citizenship and migrant backgrounds, leading to a heightened awareness and mobilization against right-wing ideologies in various cities.	On 10 February 2024, around 50 people, including Grannies Against the Right, staged a protest on Wittenberg Square in Berlin - Tempelhof-Schoneberg (Berlin), advocating against the AfD's election campaign, opposing the party's policies regarding issues such as EU withdrawal. The protest was prompted by concerns over a secret meeting between AfD representatives and extremists, discussing mass deportations of individuals with German citizenship and migrant backgrounds, leading to a heightened awareness and mobilization against right-wing ideologies in various cities.	0	1708472102	6225	2	50.0	50	
10	2024-02-10	2024	2	10	Sat	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin - Mitte	52.5177	13.4024	Berliner Zeitung; Merkur	National		Human Rights	International	against Iranian Goverment	more than 600 people staged a protest in front of Brandenburg Gate in Berlin - Mitte (Berlin), advocating against the Iranian government, commemorating the 45th anniversary of the revolution, and advocating for a focused policy against the Mullahs.	On 10 February 2024, more than 600 people staged a protest in front of Brandenburg Gate in Berlin - Mitte (Berlin), advocating against the Iranian government, commemorating the 45th anniversary of the revolution, and advocating for a focused policy against the Mullahs.	0	1708472102	23736	5	600.0	600	
11	2024-02-10	2024	2	10	Sat	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin - Mitte	52.5177	13.4024	Berliner Morgenpost; Jungle World	Other-Subnational		War / Peace	International	Stop War World Wide / Solidarity with Palastine	around 2,500 people staged a protest with pro-Palestinian banners and under the motto 'Stop war worldwide' in Berlin - Mitte (Berlin), primarily focused on advocating for peace in various regions, including the Middle East. An anti-Israeli protest group disrupted a performance at the Berlin Museum 'Hamburger Bahnhof', where an artist was reading Hannah Arendt's work for 100 consecutive hours.	On 10 February 2024, around 2,500 people staged a protest with pro-Palestinian banners and under the motto 'Stop war worldwide' in Berlin - Mitte (Berlin), primarily focused on advocating for peace in various regions, including the Middle East. An anti-Israeli protest group disrupted a performance at the Berlin Museum 'Hamburger Bahnhof', where an artist was reading Hannah Arendt's work for 100 consecutive hours.	0	1708472102	23736	7	2500.0	2500	
12	2024-02-08	2024	2	8	Thu	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6	Protesters (Germany)		6	66		Berlin - Steglitz-Zehlendorf	52.428	13.2317	Donau Kurier; Judische Allgemeine; Suddeutsche Zeitung	Other-National		War / Peace	International	 Solidarity with Palastine	around 85 people staged a protest in front of the Free University in Berlin - Steglitz-Zehlendorf (Berlin), in solidarity with Palestine, expressing support for the Palestinian cause amid ongoing tensions in the region and criticizing the perceived one-sided support for Israel from university administrations and the suppression of criticism against the Israeli government.	On 8 February 2024, around 85 people staged a protest in front of the Free University in Berlin - Steglitz-Zehlendorf (Berlin), in solidarity with Palestine, expressing support for the Palestinian cause amid ongoing tensions in the region and criticizing the perceived one-sided support for Israel from university administrations and the suppression of criticism against the Israeli government.	0	1707858599	7830	2	85.0	85	
13	2024-02-08	2024	2	8	Thu	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6	Protesters (Germany)		6	66		Berlin - Steglitz-Zehlendorf	52.428	13.2317	Donau Kurier; Judische Allgemeine; Suddeutsche Zeitung	Other-National		War / Peace	Against Racism	against Anti-Semitism	Around 20 people participated in a counter-protest in front of the Free University in Berlin - Steglitz-Zehlendorf (Berlin), motivated by a recent assault of a Jewish student and concerns about rising anti-Semitic sentiments, aiming to show solidarity with Jewish students and to condemn anti-Semitic violence.	Around 20 people participated in a counter-protest in front of the Free University in Berlin - Steglitz-Zehlendorf (Berlin), motivated by a recent assault of a Jewish student and concerns about rising anti-Semitic sentiments, aiming to show solidarity with Jewish students and to condemn anti-Semitic violence.	0	1707858599	7830	1	20.0	20	
14	2024-02-03	2024	2	3	Sat	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Christian Group (Germany); Labor Group (Germany)	6			0	60		Berlin - Mitte	52.5177	13.4024	Kieler Nachrichten	National		Human Rights	Against Racism	Hand in Hand / against AFD	around 150,000 or 300,000 people (according to the organizers), including labor unionists, church groups, sports groups, left organizations and pro-Palestine supporters, participated in a protest and a symbolic human chain around the Bundestag in Berlin - Mitte (Berlin) called for by the alliance 'Hand in Hand', consisting of more than 100 civil society organizations, sport clubs, social associations and refugee workers, against far-right extremism. The protest was organized following reports about a secret meeting between AfD members and far-right activists in Potsdam in November 2023, during which remigration plans were discussed.	On 3 February 2024, around 150,000 or 300,000 people (according to the organizers), including labor unionists, church groups, sports groups, left organizations and pro-Palestine supporters, participated in a protest and a symbolic human chain around the Bundestag in Berlin - Mitte (Berlin) called for by the alliance 'Hand in Hand', consisting of more than 100 civil society organizations, sport clubs, social associations and refugee workers, against far-right extremism. The protest was organized following reports about a secret meeting between AfD members and far-right activists in Potsdam in November 2023, during which remigration plans were discussed.	0	1707858599	23736	11	225000.0	225000	
15	2024-02-02	2024	2	2	Fri	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	LGBTQ+ (Germany)	6			0	60		Berlin - Mitte	52.5177	13.4024	Die Tageszeitung	National		Human Rights	LGBTQ+	with a sauna and asweat-in defense of the rights of ttransgender people / Self-Determination Act	around 30 activists protested in front of the Bundestag in Berlin - Mitte (Berlin) with a sauna and a Sweat-In in defense of the rights of transgender people. The protest took place amid the drafting of the Self-Determination Act, which was set to allow Sauna operators to deny transgender women access to women's saunas at the time of reporting.	On 2 February 2024, around 30 activists protested in front of the Bundestag in Berlin - Mitte (Berlin) with a sauna and a Sweat-In in defense of the rights of transgender people. The protest took place amid the drafting of the Self-Determination Act, which was set to allow Sauna operators to deny transgender women access to women's saunas at the time of reporting.	0	1707254002	23736	1	30.0	30	
16	2024-01-27	2024	1	27	Sat	Demonstrations	Riots	Violent demonstration	Rioters (Germany)		5	Rioters (Germany)	Police Forces of Germany (2021-)	5	55		Berlin - Mitte	52.5177	13.4024	Berliner Zeitung	National		War / Peace	International	 Solidarity with Palastine	around 2,500 people took part in a demonstration near Neptunbrunnen in Berlin - Mitte (Berlin) in solidarity with Palestine.	On 27 January 2024, around 2,500 people took part in a demonstration near Neptunbrunnen in Berlin - Mitte (Berlin) in solidarity with Palestine.	0	1707254002	23736	7	2500.0	2500	
17	2024-01-26	2024	1	26	Fri	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Farmers (Germany)	6			0	60		Berlin - Mitte	52.5177	13.4024	Berliner Zeitung	National		Environment	Agriculture	 Farmers / Goverment 	around 300 farmers staged a protest with their tractors in front of the party headquarter Berlin - Mitte (Berlin), advocating against the policies of the German federal government, expressing grievances related to their livelihoods and dissatisfaction with current conditions.	On 26 January 2024, around 300 farmers staged a protest with their tractors in front of the party headquarter Berlin - Mitte (Berlin), advocating against the policies of the German federal government, expressing grievances related to their livelihoods and dissatisfaction with current conditions.	0	1706649896	23736	4	300.0	300	tractors
18	2024-01-24	2024	1	24	Wed	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Argentinian Group (Germany); Labor Group (Germany); Protesters (Argentina); PTS: Socialist Workers' Party	6			0	60		Berlin - Mitte	52.5177	13.4024	La Capital (Argentina); Rosario3	International		Human Rights	International	Argentinian Socialist Worker's Party / Goverment	more than 150 people, including members of the Argentinian Socialist Workers' Party, gathered in front of the Argentine Embassy in Berlin - Mitte (Berlin) against the current Argentinian administration and in support of the strike of the Argentinian workers' federations against the government's economic measures. They also opposed new regulations criminalizing social protest and limiting freedom of expression, which they considered a danger to democracy, as well as the so-called omnibus law.	On 24 January 2024, more than 150 people, including members of the Argentinian Socialist Workers' Party, gathered in front of the Argentine Embassy in Berlin - Mitte (Berlin) against the current Argentinian administration and in support of the strike of the Argentinian workers' federations against the government's economic measures. They also opposed new regulations criminalizing social protest and limiting freedom of expression, which they considered a danger to democracy, as well as the so-called omnibus law.	0	1707254001	23736	3	150.0	150	
19	2024-01-21	2024	1	21	Sun	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Farmers (Germany)	6			0	60		Berlin - Mitte	52.5177	13.4024	Bayerischer Rundfunk	National		Environment	Agriculture	 Farmers / Goverment / energy turnaround /	around 1,000 farmers and climate activists staged a protest near the Brandenburg Gate in Berlin - Mitte (Berlin), advocating for an immediate energy turnaround and expressing dissatisfaction with current conditions.	On 21 January 2024, around 1,000 farmers and climate activists staged a protest near the Brandenburg Gate in Berlin - Mitte (Berlin), advocating for an immediate energy turnaround and expressing dissatisfaction with current conditions.	0	1706649896	23736	6	1000.0	1000	
20	2024-01-21	2024	1	21	Sun	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin - Mitte	52.5177	13.4024	Dresdner Neueste Nachrichten	National		Human Rights	Against Racism	against AFD 	around 100,000 people staged a protest in Berlin - Mitte (Berlin), advocating against the AfD. The protest was prompted by concerns over a secret meeting between AfD representatives, discussing mass deportations of individuals with German citizenship and migrant background, leading to a heightened awareness and mobilization against right-wing ideologies in various cities.	On 21 January 2024, around 100,000 people staged a protest in Berlin - Mitte (Berlin), advocating against the AfD. The protest was prompted by concerns over a secret meeting between AfD representatives, discussing mass deportations of individuals with German citizenship and migrant background, leading to a heightened awareness and mobilization against right-wing ideologies in various cities.	0	1706649896	23736	10	100000.0	100000	
21	2024-01-20	2024	1	20	Sat	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Farmers (Germany)	6			0	60		Berlin - Mitte	52.5177	13.4024	Berliner Morgenpost	Subnational		Environment	Agriculture	 Farmers / Goverment 	around 8,000 farmers staged a protest near the chancellery in Berlin - Mitte (Berlin), advocating against the policies of the German federal government, expressing grievances related to their livelihoods and dissatisfaction with current conditions.	On 20 January 2024, around 8,000 farmers staged a protest near the chancellery in Berlin - Mitte (Berlin), advocating against the policies of the German federal government, expressing grievances related to their livelihoods and dissatisfaction with current conditions.	0	1706649896	23736	8	8000.0	8000	
22	2024-01-20	2024	1	20	Sat	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin - Neukolln	52.481	13.4354	Merkur	National		War / Peace	International	 Solidarity with Palastine	around 1,000 people staged a pro-Palestine protest in Berlin - Neukolln (Berlin), aiming to express solidarity with Palestine.	On 20 January 2024, around 1,000 people staged a pro-Palestine protest in Berlin - Neukolln (Berlin), aiming to express solidarity with Palestine.	0	1706649896	13698	6	1000.0	1000	
23	2024-01-19	2024	1	19	Fri	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Farmers (Germany); Labor Group (Germany)	6			0	60		Berlin - Mitte	52.5177	13.4024	Berliner Zeitung; Merkur	National		Environment	Agriculture	 Farmers / Goverment 	around 1,250 truck drivers, freight contractors, craftsmen, and farmers staged a protest near the Berlin Victory Column in Berlin - Mitte (Berlin), advocating against the policies of the German federal government, expressing grievances related to their livelihoods and dissatisfaction with current conditions.	On 19 January 2024, around 1,250 truck drivers, freight contractors, craftsmen, and farmers staged a protest near the Berlin Victory Column in Berlin - Mitte (Berlin), advocating against the policies of the German federal government, expressing grievances related to their livelihoods and dissatisfaction with current conditions.	0	1706054121	23736	6	1250.0	1250	tractors
24	2024-01-18	2024	1	18	Thu	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Farmers (Germany)	6			0	60		Berlin - Mitte	52.5177	13.4024	Morgen Post	National		Environment	Agriculture	 Farmers / Goverment 	around 350 farmers staged a protest in front of the Brandenburg Gate in Berlin - Mitte (Berlin). The event was part of a nationwide demonstration movement called by farmers to denounce the government's plan to cut agricultural sector subsidies.	On 18 January 2024, around 350 farmers staged a protest in front of the Brandenburg Gate in Berlin - Mitte (Berlin). The event was part of a nationwide demonstration movement called by farmers to denounce the government's plan to cut agricultural sector subsidies.	0	1706054121	23736	4	350.0	350	
25	2024-01-18	2024	1	18	Thu	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Health Workers (Germany)	6			0	60		Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational		Economy	Labor Rights 	healthcare  workers	around 100 healthcare workers from the Jewish Hospital in Berlin staged a protest outside the Berlin Parliament in Berlin - Mitte (Berlin), demanding a collective bargaining agreement that includes provisions for relief shifts or measures to address workload and stress issues.	On 18 January 2024, around 100 healthcare workers from the Jewish Hospital in Berlin staged a protest outside the Berlin Parliament in Berlin - Mitte (Berlin), demanding a collective bargaining agreement that includes provisions for relief shifts or measures to address workload and stress issues.	0	1706054122	23736	3	100.0	100	
26	2024-01-17	2024	1	17	Wed	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational		Human Rights	Against Racism	against AFD	up to 3,500 people staged a protest in front of the Red City Hall in Berlin - Mitte (Berlin), advocating against the Alternative for Germany (AfD). The protest was prompted by concerns over a secret meeting of AfD representatives and far-right activists, to discuss mass deportations of individuals with German citizenship and a migrant background, leading to a heightened awareness and mobilization against right-wing ideologies in various cities.	On 17 January 2024, up to 3,500 people staged a protest in front of the Red City Hall in Berlin - Mitte (Berlin), advocating against the Alternative for Germany (AfD). The protest was prompted by concerns over a secret meeting of AfD representatives and far-right activists, to discuss mass deportations of individuals with German citizenship and a migrant background, leading to a heightened awareness and mobilization against right-wing ideologies in various cities.	0	1706054122	23736	7	3500.0	3500	
27	2024-01-16	2024	1	16	Tue	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Farmers (Germany)	6			0	60		Berlin - Mitte	52.5177	13.4024	Berliner Zeitung	National		Environment	Agriculture	Free Farmers / Agriculture	several hundred people with about 330 vehicles held a vigil in front of Brandenburger Tor in Berlin - Mitte (Berlin) throughout the day called for by the association 'Free Farmers' (Freie Bauern). The event was part of a nationwide farmers' demonstration movement against planned agricultural subsidy cuts.	On 16 January 2024, several hundred people with about 330 vehicles held a vigil in front of Brandenburger Tor in Berlin - Mitte (Berlin) throughout the day called for by the association 'Free Farmers' (Freie Bauern). The event was part of a nationwide farmers' demonstration movement against planned agricultural subsidy cuts.	0	1706054121	23736	4	400.0	400	
28	2024-01-15	2024	1	15	Mon	Demonstrations	Riots	Violent demonstration	Rioters (Germany)	AfD: Alternative for Germany; Farmers (Germany); FDP: Free Democratic Party; FPOE: Freedom Party Austria; Government of Germany (2021-)	5	Police Forces of Germany (2021-)		1	15		Berlin - Mitte	52.5177	13.4024	Bayerischer Rundfunk; Berliner Morgenpost; Krone; Ostsee Zeitung	Subnational-National		ProRightWing	Agriculture	 Farmers / Goverment / with AFD	8,500 people, including several members of AfD, including federal spokesperson Alice Weidel (AfD), and FPOE, and around 6,000 vehicles gathered in front of Brandenburger Tor in Berlin - Mitte (Berlin), some reaching it as convoys from across the whole country since the weekend, to demonstrate. Among others, Federal Minister of Finance Christian Lindner (FDP) and spokesman of the Board of the Federal Association of Road Haulage, Logistics and Disposal (BGL) Dirk Engelhardt, spoke during the rally. The event was the highlight of a nationwide farmers' demonstration movement against planned agricultural subsidy cuts. In relation to the demonstration more than 10 arrests and 14 proceedings for assault, property damage and violation of the Explosives Act, were charged.	On 15 January 2024, 8,500 people, including several members of AfD, including federal spokesperson Alice Weidel (AfD), and FPOE, and around 6,000 vehicles gathered in front of Brandenburger Tor in Berlin - Mitte (Berlin), some reaching it as convoys from across the whole country since the weekend, to demonstrate. Among others, Federal Minister of Finance Christian Lindner (FDP) and spokesman of the Board of the Federal Association of Road Haulage, Logistics and Disposal (BGL) Dirk Engelhardt, spoke during the rally. The event was the highlight of a nationwide farmers' demonstration movement against planned agricultural subsidy cuts. In relation to the demonstration more than 10 arrests and 14 proceedings for assault, property damage and violation of the Explosives Act, were charged.	0	1707858599	23736	8	8500.0	8500	vehicles
29	2024-01-14	2024	1	14	Sun	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	DIG: German-Israeli Society; Israeli Group (Germany)	6			0	60		Berlin - Mitte	52.5177	13.4024	WDR	National		War / Peace	International	 Solidarity with Israel	600 people participated in a protest in Berlin - Mitte (Berlin) called for by DIG and the Israeli embassy to commemorate the Israeli hostages held by Hamas.	On 14 January 2024, 600 people participated in a protest in Berlin - Mitte (Berlin) called for by DIG and the Israeli embassy to commemorate the Israeli hostages held by Hamas.	0	1706054121	23736	5	600.0	600	
30	2024-01-14	2024	1	14	Sun	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	FFF: Fridays for Future; GJ: Green Youth (Germany); Grannies Against the Right (Germany); Jusos: Young Socialists in the SPD; Students (Germany); The Left (Germany); Women (Germany); XR: Extinction Rebellion	6			0	60		Berlin - Mitte	52.5177	13.4024	Berliner Morgenpost	Subnational		Human Rights	Against Racism	Fridays for Future / Grannies against Right / against AFD	25,000 people, including human rights activists, Left Party Federal Chair Janine Wissler, participated in a protest in Berlin - Mitte (Berlin) called for by 'Joint General Association' (Paritatischer Gesamtverband), Fridays for Future, and numerous other organizations, and supported by Jusos, GJ, Grannies Against the Right, Extinction Rebellion and the association 'Hawwar help' (an association that stands up for a self-determined life in safety for everyone) under the motto 'Defend democracy, stick together' against the shift to the right in Germany and the AfD. The protest occurred in the context of recent reports of a secret meeting between AfD members and right-wing extremists in Potsdam past November.	On 14 January 2024, 25,000 people, including human rights activists, Left Party Federal Chair Janine Wissler, participated in a protest in Berlin - Mitte (Berlin) called for by 'Joint General Association' (Paritatischer Gesamtverband), Fridays for Future, and numerous other organizations, and supported by Jusos, GJ, Grannies Against the Right, Extinction Rebellion and the association 'Hawwar help' (an association that stands up for a self-determined life in safety for everyone) under the motto 'Defend democracy, stick together' against the shift to the right in Germany and the AfD. The protest occurred in the context of recent reports of a secret meeting between AfD members and right-wing extremists in Potsdam past November.	0	1706054122	23736	9	25000.0	25000	
31	2024-01-12	2024	1	12	Fri	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Farmers (Germany)	6			0	60		Berlin - Tempelhof-Schoneberg	52.4406	13.3738	Der Tagesspiegel	Subnational		Environment	Agriculture	 Farmers / Goverment 	farmers gathered with their vehicles, blocking a highway between the Teltow/BER exit and Nahmitzer Damm in Berlin - Tempelhof-Schoneberg (Berlin). The event was part of a nationwide farmers' demonstration movement against planned agricultural subsidy cuts.	On 12 January 2024, farmers gathered with their vehicles, blocking a highway between the Teltow/BER exit and Nahmitzer Damm in Berlin - Tempelhof-Schoneberg (Berlin). The event was part of a nationwide farmers' demonstration movement against planned agricultural subsidy cuts.	0	1705439369	6225	3	200.0	NaN	
32	2024-01-12	2024	1	12	Fri	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Farmers (Germany); Labor Group (Germany)	6			0	60		Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational		War / Peace	International	 Solidarity with Palastine	several hundred protesters gathered at the Central Station in Berlin - Mitte, demanding an urgent ceasefire in Gaza. The protesters shouted pro-Palestinian chants.	On 12 January 2024, several hundred protesters gathered at the Central Station in Berlin - Mitte, demanding an urgent ceasefire in Gaza. The protesters shouted pro-Palestinian chants.	0	1705439370	23736	4	400.0	400	
33	2024-01-12	2024	1	12	Fri	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	FFF: Fridays for Future; Students (Germany); The Greens (Germany)	6			0	60		Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational		Human Rights	Against Racism	Fridays for Future / Grannies against Right / against AFD	350 people, including FFF and The Greens representatives, protested against fascism, racism, and social exclusion in Berlin - Mitte, voicing their dissatisfaction with the plan proposed by the right-wing forces in the country, which implies expelling the population with migrant backgrounds. The protesters also called for banning the AFD political party.	On 12 January 2024, 350 people, including FFF and The Greens representatives, protested against fascism, racism, and social exclusion in Berlin - Mitte, voicing their dissatisfaction with the plan proposed by the right-wing forces in the country, which implies expelling the population with migrant backgrounds. The protesters also called for banning the AFD political party.	0	1705439370	23736	4	350.0	350	
