event_id,event_date,year,month_day,weekday,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,admin2,location,latitude,longitude,source,source_scale,label,category,class,notes11,notes,fatalities,timestamp,population_1km,population_2km,population_5km,population_best,crowd_size_class,crowd_size_cat,crowd_size,crowd_size_w_n,with_vehicles,?
DEU20172,2024-02-16 00:00:00,2024,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Merkur,National,,environment,climate,about 100 climate activists participated in a protest in front of the Ministry of Economy in Berlin - Mitte (Berlin) against the use of fossil fuels and the commissioning of the LNG terminal in Mukran. The protesters demanded an immediate halt to the construction of LNG infrastructure in Germany due to fears of possible damage to the environment and tourism.,"On 16 February 2024, about 100 climate activists participated in a protest in front of the Ministry of Economy in Berlin - Mitte (Berlin) against the use of fossil fuels and the commissioning of the LNG terminal in Mukran. The protesters demanded an immediate halt to the construction of LNG infrastructure in Germany due to fears of possible damage to the environment and tourism.",0,1708472102,23736,43046,138680,23736,3,,100,100,,
DEU20173,2024-02-16 00:00:00,2024,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Zeitung,National,,war_peace,war_peace,"in the evening, about 1,000 people participated in a protest in front of the Russian embassy in Berlin - Mitte (Berlin) to commemorate Alexei Navalny and demand a Russia without Putin. According to the protesters the Russian government and Vladimir Putin are responsible for Navalny's death. Earlier in the afternoon, about 20 people gathered in the same location under the motto 'Free Navalny - Putin is a killer'.","On 16 February 2024, in the evening, about 1,000 people participated in a protest in front of the Russian embassy in Berlin - Mitte (Berlin) to commemorate Alexei Navalny and demand a Russia without Putin. According to the protesters the Russian government and Vladimir Putin are responsible for Navalny's death. Earlier in the afternoon, about 20 people gathered in the same location under the motto 'Free Navalny - Putin is a killer'.",0,1708472102,23736,43046,138680,23736,6,,"1,020","1,020",,
DEU20104,2024-02-15 00:00:00,2024,2,,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,Berlin,Berlin - Mitte,52.5177,13.4024,Der Tagesspiegel,Subnational,,environment,climate,3 Last Generation activists protested in the Federal Ministry of Transport in Berlin - Mitte (Berlin) against the politics of Minister of Transport Volker Wissing (FDP) and covered a wall with twelve posters. The protesters were temporarily arrested by the police.,"On 15 February 2024, 3 Last Generation activists protested in the Federal Ministry of Transport in Berlin - Mitte (Berlin) against the politics of Minister of Transport Volker Wissing (FDP) and covered a wall with twelve posters. The protesters were temporarily arrested by the police.",0,1708472102,23736,43046,138680,23736,1,,3,3,,
DEU20126,2024-02-15 00:00:00,2024,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Morgenpost,Subnational,,anti_facist,anti_facists,"actors and directors protested in Berlin - Mitte (Berlin) during the opening of the Berlinale to set a sign for democracy, diversity, and peaceful coexistence and against right-wing extremism. The context of the protest was a debate about the invitation and disinvitation of several AfD politicians to the opening gala.","On 15 February 2024, actors and directors protested in Berlin - Mitte (Berlin) during the opening of the Berlinale to set a sign for democracy, diversity, and peaceful coexistence and against right-wing extremism. The context of the protest was a debate about the invitation and disinvitation of several AfD politicians to the opening gala.",0,1708472102,23736,43046,138680,23736,0,,200,,,
DEU20100,2024-02-14 00:00:00,2024,2,,Demonstrations,Protests,Protest with intervention,Protesters (Germany),,6,Police Forces of Germany (2021-),,1,16,,Berlin,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,Berliner Morgenpost; Berliner Zeitung,Subnational-National,,war_peace,war_peace,"in the evening, about 230 pro-Palestine demonstrators participated in a sit-in in Berlin - Friedrichshain-Kreuzberg (Berlin) in front of the Springer House where a conference between German and Israeli politicians on the Middle East conflict and growing anti-Semitism took place. The demonstrators gathered under the motto 'Free Palestine'. The police ordered the demonstration to be moved to another nearby location to keep escape routes clear, carried some demonstrators away and provisionally arrested 12 participants. In the early evening, about 50 people participated in a flashmob under the motto 'Free Palestine' whereby pro-Palestinian and anti-police slogans where shouted, causing the arrest of another 10 demonstrators. During the demonstration 3 police forces were injured.","On 14 February 2024, in the evening, about 230 pro-Palestine demonstrators participated in a sit-in in Berlin - Friedrichshain-Kreuzberg (Berlin) in front of the Springer House where a conference between German and Israeli politicians on the Middle East conflict and growing anti-Semitism took place. The demonstrators gathered under the motto 'Free Palestine'. The police ordered the demonstration to be moved to another nearby location to keep escape routes clear, carried some demonstrators away and provisionally arrested 12 participants. In the early evening, about 50 people participated in a flashmob under the motto 'Free Palestine' whereby pro-Palestinian and anti-police slogans where shouted, causing the arrest of another 10 demonstrators. During the demonstration 3 police forces were injured.",0,1708472102,11620,45734,127378,11620,4,,280,280,,
DEU20170,2024-02-14 00:00:00,2024,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,Berlin,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,Berliner Morgenpost,Subnational,,war_peace,war_peace,"in the afternoon, people participated in a small protest in front of the Springer House in Berlin - Friedrichshain-Kreuzberg (Berlin) under the motto 'Stop the financing of the genocide' referring to the situation in Gaza.","On 14 February 2024, in the afternoon, people participated in a small protest in front of the Springer House in Berlin - Friedrichshain-Kreuzberg (Berlin) under the motto 'Stop the financing of the genocide' referring to the situation in Gaza.",0,1708472102,11620,45734,127378,11620,0,,200,,,
DEU20171,2024-02-14 00:00:00,2024,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Morgenpost,Subnational,,housing,housing,"at the call of the initiative '100% Tempelhofer Feld', about 20 people participated in a protest in front of the House of Representatives in Berlin - Mitte (Berlin) against a recent resolution to build more refugee accommodation and the Senat's attempt to exclude part of Tempelhofer Feld from construction protection.","On 14 February 2024, at the call of the initiative '100% Tempelhofer Feld', about 20 people participated in a protest in front of the House of Representatives in Berlin - Mitte (Berlin) against a recent resolution to build more refugee accommodation and the Senat's attempt to exclude part of Tempelhofer Feld from construction protection.",0,1708472102,23736,43046,138680,23736,1,,20,20,,
DEU20176,2024-02-14 00:00:00,2024,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,Berlin,Berlin - Neukolln,52.481,13.4354,Berliner Morgenpost; Berliner Zeitung,Subnational-National,,war_peace,war_peace,about 100 people participated in a protest in Berlin - Neukolln (Berlin) under the motto 'Solidarity with Palestine'.,"On 14 February 2024, about 100 people participated in a protest in Berlin - Neukolln (Berlin) under the motto 'Solidarity with Palestine'.",0,1708472102,13698,46672,192613,13698,3,,100,100,,
DEU20110,2024-02-12 00:00:00,2024,2,,Demonstrations,Riots,Violent demonstration,Rioters (Germany),,5,Police Forces of Germany (2021-),,1,15,,Berlin,Berlin - Neukolln,52.481,13.4354,Berliner Zeitung; Suddeutsche Zeitung,National,,war_peace,war_peace,"250 people staged a pro-Palestinian demonstration in Berlin - Neukolln (Berlin). Individuals attacked police officers by throwing stones, pyrotechnics, and bottles, leading to several arrests and an ongoing investigation.","On 12 February 2024, 250 people staged a pro-Palestinian demonstration in Berlin - Neukolln (Berlin). Individuals attacked police officers by throwing stones, pyrotechnics, and bottles, leading to several arrests and an ongoing investigation.",0,1708472102,13698,46672,192613,46672,4,,250,250,,
DEU20160,2024-02-10 00:00:00,2024,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Grannies Against the Right (Germany); Women (Germany),6,,,0,60,,Berlin,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,Berliner Morgenpost,Subnational,,anti_facist,anti_facist,"around 50 people, including Grannies Against the Right, staged a protest on Wittenberg Square in Berlin - Tempelhof-Schoneberg (Berlin), advocating against the AfD's election campaign, opposing the party's policies regarding issues such as EU withdrawal. The protest was prompted by concerns over a secret meeting between AfD representatives and extremists, discussing mass deportations of individuals with German citizenship and migrant backgrounds, leading to a heightened awareness and mobilization against right-wing ideologies in various cities.","On 10 February 2024, around 50 people, including Grannies Against the Right, staged a protest on Wittenberg Square in Berlin - Tempelhof-Schoneberg (Berlin), advocating against the AfD's election campaign, opposing the party's policies regarding issues such as EU withdrawal. The protest was prompted by concerns over a secret meeting between AfD representatives and extremists, discussing mass deportations of individuals with German citizenship and migrant backgrounds, leading to a heightened awareness and mobilization against right-wing ideologies in various cities.",0,1708472102,6225,56478,257092,6225,2,,50,50,,
DEU20174,2024-02-10 00:00:00,2024,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Zeitung; Merkur,National,,human_rights,international,"more than 600 people staged a protest in front of Brandenburg Gate in Berlin - Mitte (Berlin), advocating against the Iranian government, commemorating the 45th anniversary of the revolution, and advocating for a focused policy against the Mullahs.","On 10 February 2024, more than 600 people staged a protest in front of Brandenburg Gate in Berlin - Mitte (Berlin), advocating against the Iranian government, commemorating the 45th anniversary of the revolution, and advocating for a focused policy against the Mullahs.",0,1708472102,23736,43046,138680,23736,5,,600,600,,
DEU20175,2024-02-10 00:00:00,2024,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Morgenpost; Jungle World,Other-Subnational,,war_peace,war_peace,"around 2,500 people staged a protest with pro-Palestinian banners and under the motto 'Stop war worldwide' in Berlin - Mitte (Berlin), primarily focused on advocating for peace in various regions, including the Middle East. An anti-Israeli protest group disrupted a performance at the Berlin Museum 'Hamburger Bahnhof', where an artist was reading Hannah Arendt's work for 100 consecutive hours.","On 10 February 2024, around 2,500 people staged a protest with pro-Palestinian banners and under the motto 'Stop war worldwide' in Berlin - Mitte (Berlin), primarily focused on advocating for peace in various regions, including the Middle East. An anti-Israeli protest group disrupted a performance at the Berlin Museum 'Hamburger Bahnhof', where an artist was reading Hannah Arendt's work for 100 consecutive hours.",0,1708472102,23736,43046,138680,23736,7,,"2,500","2,500",,
DEU19890,2024-02-08 00:00:00,2024,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,Protesters (Germany),,6,66,,Berlin,Berlin - Steglitz-Zehlendorf,52.428,13.2317,Donau Kurier; Judische Allgemeine; Suddeutsche Zeitung,Other-National,,war_peace,war_peace,"around 85 people staged a protest in front of the Free University in Berlin - Steglitz-Zehlendorf (Berlin), in solidarity with Palestine, expressing support for the Palestinian cause amid ongoing tensions in the region and criticizing the perceived one-sided support for Israel from university administrations and the suppression of criticism against the Israeli government.","On 8 February 2024, around 85 people staged a protest in front of the Free University in Berlin - Steglitz-Zehlendorf (Berlin), in solidarity with Palestine, expressing support for the Palestinian cause amid ongoing tensions in the region and criticizing the perceived one-sided support for Israel from university administrations and the suppression of criticism against the Israeli government.",0,1707858599,7830,24852,102728,7830,2,,85,85,,
DEU19890,2024-02-08 00:00:00,2024,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,Protesters (Germany),,6,66,,Berlin,Berlin - Steglitz-Zehlendorf,52.428,13.2317,Donau Kurier; Judische Allgemeine; Suddeutsche Zeitung,Other-National,,war_peace,war_peace,"Around 20 people participated in a counter-protest in front of the Free University in Berlin - Steglitz-Zehlendorf (Berlin), motivated by a recent assault of a Jewish student and concerns about rising anti-Semitic sentiments, aiming to show solidarity with Jewish students and to condemn anti-Semitic violence.","Around 20 people participated in a counter-protest in front of the Free University in Berlin - Steglitz-Zehlendorf (Berlin), motivated by a recent assault of a Jewish student and concerns about rising anti-Semitic sentiments, aiming to show solidarity with Jewish students and to condemn anti-Semitic violence.",0,1707858599,7830,24852,102728,7830,1,,20,20,,
DEU19888,2024-02-04 00:00:00,2024,2,,Political violence,Riots,Mob violence,Rioters (Germany),,5,Civilians (Germany),LGBTQ+ (Germany),7,57,Civilian targeting,Berlin,Berlin - Marzahn-Hellersdorf,52.5223,13.5876,Der Tagesspiegel,Subnational,,pro_right_wing,pro_right_wing,"3 men homophobically insulted and attacked a 23-year old man in Berlin - Marzahn-Hellersdorf (Berlin), they hit him and brought him to the ground, and continued kicking him until a kiosk owner intervened. The 23-year old man was taken to the hospital with cuts on the forearm and injuries on the neck.","On 4 February 2024, 3 men homophobically insulted and attacked a 23-year old man in Berlin - Marzahn-Hellersdorf (Berlin), they hit him and brought him to the ground, and continued kicking him until a kiosk owner intervened. The 23-year old man was taken to the hospital with cuts on the forearm and injuries on the neck.",0,1707858599,13817,39762,196684,39762,1,,3,3,,
DEU20102,2024-02-04 00:00:00,2024,2,,Political violence,Riots,Mob violence,Rioters (Germany),,5,Civilians (Germany),LGBTQ+ (Germany),7,57,Civilian targeting,Berlin,Berlin - Marzahn-Hellersdorf,52.5223,13.5876,Jungle World,Other,,pro_right_wing,pro_right_wing,a group of unknown men homophobically insulted a 23-year old man in Berlin - Marzahn-Hellersdorf (Berlin) and beat him up.,"On 4 February 2024, a group of unknown men homophobically insulted a 23-year old man in Berlin - Marzahn-Hellersdorf (Berlin) and beat him up.",0,1708472102,13817,39762,196684,39762,0,,200,,,
DEU19889,2024-02-03 00:00:00,2024,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Christian Group (Germany); Labor Group (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Kieler Nachrichten,National,,anti_facist,anti_facist,"around 150,000 or 300,000 people (according to the organizers), including labor unionists, church groups, sports groups, left organizations and pro-Palestine supporters, participated in a protest and a symbolic human chain around the Bundestag in Berlin - Mitte (Berlin) called for by the alliance 'Hand in Hand', consisting of more than 100 civil society organizations, sport clubs, social associations and refugee workers, against far-right extremism. The protest was organized following reports about a secret meeting between AfD members and far-right activists in Potsdam in November 2023, during which remigration plans were discussed.","On 3 February 2024, around 150,000 or 300,000 people (according to the organizers), including labor unionists, church groups, sports groups, left organizations and pro-Palestine supporters, participated in a protest and a symbolic human chain around the Bundestag in Berlin - Mitte (Berlin) called for by the alliance 'Hand in Hand', consisting of more than 100 civil society organizations, sport clubs, social associations and refugee workers, against far-right extremism. The protest was organized following reports about a secret meeting between AfD members and far-right activists in Potsdam in November 2023, during which remigration plans were discussed.",0,1707858599,23736,43046,138680,23736,11,,"225,000","225,000",,
DEU19665,2024-02-02 00:00:00,2024,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),LGBTQ+ (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Die Tageszeitung,National,,human_rights,LGBTQ,"around 30 activists protested in front of the Bundestag in Berlin - Mitte (Berlin) with a sauna and a Sweat-In in defense of the rights of transgender people. The protest took place amid the drafting of the Self-Determination Act, which was set to allow Sauna operators to deny transgender women access to women's saunas at the time of reporting.","On 2 February 2024, around 30 activists protested in front of the Bundestag in Berlin - Mitte (Berlin) with a sauna and a Sweat-In in defense of the rights of transgender people. The protest took place amid the drafting of the Self-Determination Act, which was set to allow Sauna operators to deny transgender women access to women's saunas at the time of reporting.",0,1707254002,23736,43046,138680,23736,1,,30,30,,
DEU19701,2024-01-27 00:00:00,2024,1,,Demonstrations,Riots,Violent demonstration,Rioters (Germany),,5,Rioters (Germany),Police Forces of Germany (2021-),5,55,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Zeitung,National,,war_peace,war_peace,"around 2,500 people took part in a demonstration near Neptunbrunnen in Berlin - Mitte (Berlin) in solidarity with Palestine.","On 27 January 2024, around 2,500 people took part in a demonstration near Neptunbrunnen in Berlin - Mitte (Berlin) in solidarity with Palestine.",0,1707254002,23736,43046,138680,43046,7,,"2,500","2,500",,
DEU19278,2024-01-26 00:00:00,2024,1,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Zeitung,National,,environment,agriculture,"around 300 farmers staged a protest with their tractors in front of the party headquarter Berlin - Mitte (Berlin), advocating against the policies of the German federal government, expressing grievances related to their livelihoods and dissatisfaction with current conditions.","On 26 January 2024, around 300 farmers staged a protest with their tractors in front of the party headquarter Berlin - Mitte (Berlin), advocating against the policies of the German federal government, expressing grievances related to their livelihoods and dissatisfaction with current conditions.",0,1706649896,23736,43046,138680,23736,4,,300,300,tractors,
DEU19470,2024-01-24 00:00:00,2024,1,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Argentinian Group (Germany); Labor Group (Germany); Protesters (Argentina); PTS: Socialist Workers' Party,6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,La Capital (Argentina); Rosario3,International,,human_rights,international,"more than 150 people, including members of the Argentinian Socialist Workers' Party, gathered in front of the Argentine Embassy in Berlin - Mitte (Berlin) against the current Argentinian administration and in support of the strike of the Argentinian workers' federations against the government's economic measures. They also opposed new regulations criminalizing social protest and limiting freedom of expression, which they considered a danger to democracy, as well as the so-called omnibus law.","On 24 January 2024, more than 150 people, including members of the Argentinian Socialist Workers' Party, gathered in front of the Argentine Embassy in Berlin - Mitte (Berlin) against the current Argentinian administration and in support of the strike of the Argentinian workers' federations against the government's economic measures. They also opposed new regulations criminalizing social protest and limiting freedom of expression, which they considered a danger to democracy, as well as the so-called omnibus law.",0,1707254001,23736,43046,138680,23736,3,,150,150,,
DEU19261,2024-01-21 00:00:00,2024,1,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Bayerischer Rundfunk,National,,environment,climate/farmers,"around 1,000 farmers and climate activists staged a protest near the Brandenburg Gate in Berlin - Mitte (Berlin), advocating for an immediate energy turnaround and expressing dissatisfaction with current conditions.","On 21 January 2024, around 1,000 farmers and climate activists staged a protest near the Brandenburg Gate in Berlin - Mitte (Berlin), advocating for an immediate energy turnaround and expressing dissatisfaction with current conditions.",0,1706649896,23736,43046,138680,23736,6,,"1,000","1,000",,
DEU19339,2024-01-21 00:00:00,2024,1,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Dresdner Neueste Nachrichten,National,,anti_facist,anti_facist,"around 100,000 people staged a protest in Berlin - Mitte (Berlin), advocating against the AfD. The protest was prompted by concerns over a secret meeting between AfD representatives, discussing mass deportations of individuals with German citizenship and migrant background, leading to a heightened awareness and mobilization against right-wing ideologies in various cities.","On 21 January 2024, around 100,000 people staged a protest in Berlin - Mitte (Berlin), advocating against the AfD. The protest was prompted by concerns over a secret meeting between AfD representatives, discussing mass deportations of individuals with German citizenship and migrant background, leading to a heightened awareness and mobilization against right-wing ideologies in various cities.",0,1706649896,23736,43046,138680,23736,10,,"100,000","100,000",,
DEU19259,2024-01-20 00:00:00,2024,1,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Morgenpost,Subnational,,environment,agriculture,"around 8,000 farmers staged a protest near the chancellery in Berlin - Mitte (Berlin), advocating against the policies of the German federal government, expressing grievances related to their livelihoods and dissatisfaction with current conditions.","On 20 January 2024, around 8,000 farmers staged a protest near the chancellery in Berlin - Mitte (Berlin), advocating against the policies of the German federal government, expressing grievances related to their livelihoods and dissatisfaction with current conditions.",0,1706649896,23736,43046,138680,23736,8,,"8,000","8,000",,
DEU19386,2024-01-20 00:00:00,2024,1,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,Berlin,Berlin - Neukolln,52.481,13.4354,Merkur,National,,war_peace,war_peace,"around 1,000 people staged a pro-Palestine protest in Berlin - Neukolln (Berlin), aiming to express solidarity with Palestine.","On 20 January 2024, around 1,000 people staged a pro-Palestine protest in Berlin - Neukolln (Berlin), aiming to express solidarity with Palestine.",0,1706649896,13698,46672,192613,13698,6,,"1,000","1,000",,
DEU19143,2024-01-19 00:00:00,2024,1,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany); Labor Group (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Zeitung; Merkur,National,,environment,agriculture,"around 1,250 truck drivers, freight contractors, craftsmen, and farmers staged a protest near the Berlin Victory Column in Berlin - Mitte (Berlin), advocating against the policies of the German federal government, expressing grievances related to their livelihoods and dissatisfaction with current conditions.","On 19 January 2024, around 1,250 truck drivers, freight contractors, craftsmen, and farmers staged a protest near the Berlin Victory Column in Berlin - Mitte (Berlin), advocating against the policies of the German federal government, expressing grievances related to their livelihoods and dissatisfaction with current conditions.",0,1706054121,23736,43046,138680,23736,6,,"1,250","1,250",tractors,
DEU19066,2024-01-18 00:00:00,2024,1,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Morgen Post,National,,environment,agriculture,around 350 farmers staged a protest in front of the Brandenburg Gate in Berlin - Mitte (Berlin). The event was part of a nationwide demonstration movement called by farmers to denounce the government's plan to cut agricultural sector subsidies.,"On 18 January 2024, around 350 farmers staged a protest in front of the Brandenburg Gate in Berlin - Mitte (Berlin). The event was part of a nationwide demonstration movement called by farmers to denounce the government's plan to cut agricultural sector subsidies.",0,1706054121,23736,43046,138680,23736,4,,350,350,,
DEU19178,2024-01-18 00:00:00,2024,1,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Health Workers (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Der Tagesspiegel,Subnational,,economy,work,"around 100 healthcare workers from the Jewish Hospital in Berlin staged a protest outside the Berlin Parliament in Berlin - Mitte (Berlin), demanding a collective bargaining agreement that includes provisions for relief shifts or measures to address workload and stress issues.","On 18 January 2024, around 100 healthcare workers from the Jewish Hospital in Berlin staged a protest outside the Berlin Parliament in Berlin - Mitte (Berlin), demanding a collective bargaining agreement that includes provisions for relief shifts or measures to address workload and stress issues.",0,1706054122,23736,43046,138680,23736,3,,100,100,,
DEU19214,2024-01-17 00:00:00,2024,1,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Der Tagesspiegel,Subnational,,anti_facist,anti_facist,"up to 3,500 people staged a protest in front of the Red City Hall in Berlin - Mitte (Berlin), advocating against the Alternative for Germany (AfD). The protest was prompted by concerns over a secret meeting of AfD representatives and far-right activists, to discuss mass deportations of individuals with German citizenship and a migrant background, leading to a heightened awareness and mobilization against right-wing ideologies in various cities.","On 17 January 2024, up to 3,500 people staged a protest in front of the Red City Hall in Berlin - Mitte (Berlin), advocating against the Alternative for Germany (AfD). The protest was prompted by concerns over a secret meeting of AfD representatives and far-right activists, to discuss mass deportations of individuals with German citizenship and a migrant background, leading to a heightened awareness and mobilization against right-wing ideologies in various cities.",0,1706054122,23736,43046,138680,23736,7,,"3,500","3,500",,
DEU19123,2024-01-16 00:00:00,2024,1,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Zeitung,National,,environment,agriculture,several hundred people with about 330 vehicles held a vigil in front of Brandenburger Tor in Berlin - Mitte (Berlin) throughout the day called for by the association 'Free Farmers' (Freie Bauern). The event was part of a nationwide farmers' demonstration movement against planned agricultural subsidy cuts.,"On 16 January 2024, several hundred people with about 330 vehicles held a vigil in front of Brandenburger Tor in Berlin - Mitte (Berlin) throughout the day called for by the association 'Free Farmers' (Freie Bauern). The event was part of a nationwide farmers' demonstration movement against planned agricultural subsidy cuts.",0,1706054121,23736,43046,138680,23736,4,,400,400,,
DEU19216,2024-01-15 00:00:00,2024,1,,Demonstrations,Riots,Violent demonstration,Rioters (Germany),AfD: Alternative for Germany; Farmers (Germany); FDP: Free Democratic Party; FPOE: Freedom Party Austria; Government of Germany (2021-),5,Police Forces of Germany (2021-),,1,15,,Berlin,Berlin - Mitte,52.5177,13.4024,Bayerischer Rundfunk; Berliner Morgenpost; Krone; Ostsee Zeitung,Subnational-National,,environment,agriculture,"8,500 people, including several members of AfD, including federal spokesperson Alice Weidel (AfD), and FPOE, and around 6,000 vehicles gathered in front of Brandenburger Tor in Berlin - Mitte (Berlin), some reaching it as convoys from across the whole country since the weekend, to demonstrate. Among others, Federal Minister of Finance Christian Lindner (FDP) and spokesman of the Board of the Federal Association of Road Haulage, Logistics and Disposal (BGL) Dirk Engelhardt, spoke during the rally. The event was the highlight of a nationwide farmers' demonstration movement against planned agricultural subsidy cuts. In relation to the demonstration more than 10 arrests and 14 proceedings for assault, property damage and violation of the Explosives Act, were charged.","On 15 January 2024, 8,500 people, including several members of AfD, including federal spokesperson Alice Weidel (AfD), and FPOE, and around 6,000 vehicles gathered in front of Brandenburger Tor in Berlin - Mitte (Berlin), some reaching it as convoys from across the whole country since the weekend, to demonstrate. Among others, Federal Minister of Finance Christian Lindner (FDP) and spokesman of the Board of the Federal Association of Road Haulage, Logistics and Disposal (BGL) Dirk Engelhardt, spoke during the rally. The event was the highlight of a nationwide farmers' demonstration movement against planned agricultural subsidy cuts. In relation to the demonstration more than 10 arrests and 14 proceedings for assault, property damage and violation of the Explosives Act, were charged.",0,1707858599,23736,43046,138680,43046,8,,"8,500","8,500",vehicles,
DEU19009,2024-01-14 00:00:00,2024,1,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),DIG: German-Israeli Society; Israeli Group (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,WDR,National,,war_peace,war_peace,600 people participated in a protest in Berlin - Mitte (Berlin) called for by DIG and the Israeli embassy to commemorate the Israeli hostages held by Hamas.,"On 14 January 2024, 600 people participated in a protest in Berlin - Mitte (Berlin) called for by DIG and the Israeli embassy to commemorate the Israeli hostages held by Hamas.",0,1706054121,23736,43046,138680,23736,5,,600,600,,
DEU19171,2024-01-14 00:00:00,2024,1,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),FFF: Fridays for Future; GJ: Green Youth (Germany); Grannies Against the Right (Germany); Jusos: Young Socialists in the SPD; Students (Germany); The Left (Germany); Women (Germany); XR: Extinction Rebellion,6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Morgenpost,Subnational,,anti_facist,anti_facist,"25,000 people, including human rights activists, Left Party Federal Chair Janine Wissler, participated in a protest in Berlin - Mitte (Berlin) called for by 'Joint General Association' (Paritatischer Gesamtverband), Fridays for Future, and numerous other organizations, and supported by Jusos, GJ, Grannies Against the Right, Extinction Rebellion and the association 'Hawwar help' (an association that stands up for a self-determined life in safety for everyone) under the motto 'Defend democracy, stick together' against the shift to the right in Germany and the AfD. The protest occurred in the context of recent reports of a secret meeting between AfD members and right-wing extremists in Potsdam past November.","On 14 January 2024, 25,000 people, including human rights activists, Left Party Federal Chair Janine Wissler, participated in a protest in Berlin - Mitte (Berlin) called for by 'Joint General Association' (Paritatischer Gesamtverband), Fridays for Future, and numerous other organizations, and supported by Jusos, GJ, Grannies Against the Right, Extinction Rebellion and the association 'Hawwar help' (an association that stands up for a self-determined life in safety for everyone) under the motto 'Defend democracy, stick together' against the shift to the right in Germany and the AfD. The protest occurred in the context of recent reports of a secret meeting between AfD members and right-wing extremists in Potsdam past November.",0,1706054122,23736,43046,138680,23736,9,,"25,000","25,000",,
