event_id,event_date,year,month_day,weekday,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,admin2,location,latitude,longitude,source,source_scale,label,category,class,notes11,notes,fatalities,timestamp,population_1km,population_2km,population_5km,population_best,crowd_size_class,crowd_size_cat,crowd_size,crowd_size_w_n,with_vehicles,?
DEU15355,2023-03-18 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),BPD: The Grassroots Democratic Party of Germany,6,Protesters (Germany),,6,66,,Berlin,Berlin - Neukolln,52.481,13.4354,Berliner Zeitung,National,,,war_peace,"at the call of an Alliance for Peace (which includes BPD, Free Left, Craftsmen for Peace), around 600 people demonstrated at Hermannplatz in Berlin - Neukolln against the government's rearmament policy and arms deliveries to Ukraine.","On 18 March 2023, at the call of an Alliance for Peace (which includes BPD, Free Left, Craftsmen for Peace), around 600 people demonstrated at Hermannplatz in Berlin - Neukolln against the government's rearmament policy and arms deliveries to Ukraine.",0,1680017242,13698,46672,192613,13698,5,,600,600,,
DEU15365,2023-03-18 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),FFF: Fridays for Future; Students (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Zeitung,National,,environment,climate,"between 800 (according to the police) and 2,000 people (according to organizers) people, including FFF, German Housing & Co expropriate, the tenants' association Kotti & Co, demonstrated at Hermannplatz in Berlin - Neukolln to the SPD headquarters in Berlin - Mitte against the formation of a CDU/SPD Senate. Demonstrators denounced it as a 'regressive' coalition in terms of rent, climate, transportation, and domestic policies.","On 18 March 2023, between 800 (according to the police) and 2,000 people (according to organizers) people, including FFF, German Housing & Co expropriate, the tenants' association Kotti & Co, demonstrated at Hermannplatz in Berlin - Neukolln to the SPD headquarters in Berlin - Mitte against the formation of a CDU/SPD Senate. Demonstrators denounced it as a 'regressive' coalition in terms of rent, climate, transportation, and domestic policies.",0,1680633901,23736,43046,138680,23736,6,,"1,400","1,400",,
DEU15227,2023-03-16 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),"Palestinian Group (Germany); BDS: Boycott, Divestment and Sanctions",6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Der Tagesspiegel; Rote Fahne,Subnational-National,,,war_peace,"at the call of BDS, Demokratisches Komitee Palestina, and Judische Stimme, around 100 to 200 people, mostly of Palestinian descent, gathered at the Reichstag in Berlin - Mitte to protest against prime minister Netanyahu from Israel who had been visiting the German government for two days. The protesters condemned the Israelian treatment of Palestinians in the Palestine area.","On 16 March 2023, at the call of BDS, Demokratisches Komitee Palestina, and Judische Stimme, around 100 to 200 people, mostly of Palestinian descent, gathered at the Reichstag in Berlin - Mitte to protest against prime minister Netanyahu from Israel who had been visiting the German government for two days. The protesters condemned the Israelian treatment of Palestinians in the Palestine area.",0,1679413867,23736,43046,138680,23736,3,,150,150,,
DEU15242,2023-03-16 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Israeli Group (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Aachener Zeitung,National,,,war_peace,"around 400 to 500 people, many of Israeli descent, gathered at Brandenburger Tor in Berlin - Mitte to protest against the planned reforms of prime minister Netanyahu from Israel who had been visiting the German government for two days.","On 16 March 2023, around 400 to 500 people, many of Israeli descent, gathered at Brandenburger Tor in Berlin - Mitte to protest against the planned reforms of prime minister Netanyahu from Israel who had been visiting the German government for two days.",0,1679413867,23736,43046,138680,23736,4,,450,450,,
DEU15261,2023-03-15 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Robin Wood,6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Zeitung,National,,environment,climate,"Robin Wood climate activists gathered at the ministry of traffic in Berlin - Mitte, using an excavator to tear down a canvas with 1.5 degrees written on it, to protest against the climate policy by the government and call for more climate action.","On 15 March 2023, Robin Wood climate activists gathered at the ministry of traffic in Berlin - Mitte, using an excavator to tear down a canvas with 1.5 degrees written on it, to protest against the climate policy by the government and call for more climate action.",0,1680633898,23736,43046,138680,23736,0,,200,,,
DEU15239,2023-03-14 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Health Workers (Germany); Ver.di: United Services Union; Labor Group (Germany),6,,,0,60,,Berlin,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,Mitteldeutschen Zeitung,National,,economy,verdi/economy,"at the call of Ver.di union, striking public sector employees of several clinics, including health workers, demonstrated at Franz-Mehring-Platz in Berlin - Friedrichshain-Kreuzberg to call for better pay.","On 14 March 2023, at the call of Ver.di union, striking public sector employees of several clinics, including health workers, demonstrated at Franz-Mehring-Platz in Berlin - Friedrichshain-Kreuzberg to call for better pay.",0,1679413867,11620,45734,127378,11620,0,,200,,,
DEU15245,2023-03-14 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany); EVG: Railway and Transport Union,6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Shz,National,,economy,wage/economy,"EVG - Railway and Transport Union members demonstrated at the Berlin Central Station in Berlin - Mitte to call for better pay, including a better statutory minimum wage.","On 14 March 2023, EVG - Railway and Transport Union members demonstrated at the Berlin Central Station in Berlin - Mitte to call for better pay, including a better statutory minimum wage.",0,1681320985,23736,43046,138680,23736,0,,200,,,
DEU15871,2023-03-14 00:00:00,2023,3,,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,Berlin,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,Berliner Morgenpost,Subnational,,environment,climate,"5 ALG activists blocked the A111 highway exit Hackerdamm in Berlin - Charlottenburg-Wilmersdorf, gluing themselves to the tarmac, to call for climate action. The activists were removed from the street by the police.","On 14 March 2023, 5 ALG activists blocked the A111 highway exit Hackerdamm in Berlin - Charlottenburg-Wilmersdorf, gluing themselves to the tarmac, to call for climate action. The activists were removed from the street by the police.",0,1690902462,5204,47722,197160,5204,1,,5,5,,
DEU15303,2023-03-11 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Women (Germany),6,,,0,60,,Berlin,Berlin,52.5244,13.4105,Bayerischer Rundfunk,National,,human_rights,iran/international/women,"at the call of 'Women, Life, Freedom', people demonstrated in Berlin against the Iranian government following the death of Mahsa Amini. Demonstrators denounced recent reports of poison gas attacks at dozens of girls' schools.","On 11 March 2023, at the call of 'Women, Life, Freedom', people demonstrated in Berlin against the Iranian government following the death of Mahsa Amini. Demonstrators denounced recent reports of poison gas attacks at dozens of girls' schools.",0,1679413867,12063,36936,140673,12063,0,,200,,,
DEU15309,2023-03-11 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,Berlin,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,Berliner Zeitung,National,,environment,climate,"around 200, including members of KN - Climate New Beginning, demonstrated at Nollendorfplatz in Berlin - Tempelhof-Schoneberg to call for climate protection and to call on people to vote in favor of it in the referendum on 26 March 2023, to obtain climate neutrality.","On 11 March 2023, around 200, including members of KN - Climate New Beginning, demonstrated at Nollendorfplatz in Berlin - Tempelhof-Schoneberg to call for climate protection and to call on people to vote in favor of it in the referendum on 26 March 2023, to obtain climate neutrality.",0,1680633898,6225,56478,257092,6225,3,,200,200,,
DEU15127,2023-03-08 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Ver.di: United Services Union; Labor Group (Germany); Women (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Morgenpost; Der Tagesspiegel,Subnational,,economy,verdi/economy,"at the call of Ver.di, around 6,500 (according to police) to 10,000 (according to the organizers) people protested at the Invalidenstrasse in Berlin - Mitte to demand equal rights for women. The protest was part of a series of global protests on International Women's Day.","On 8 March 2023, at the call of Ver.di, around 6,500 (according to police) to 10,000 (according to the organizers) people protested at the Invalidenstrasse in Berlin - Mitte to demand equal rights for women. The protest was part of a series of global protests on International Women's Day.",0,1678812792,23736,43046,138680,23736,8,,"8,250","8,250",,
DEU15192,2023-03-08 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Women (Germany),6,,,0,60,,Berlin,Berlin,52.5244,13.4105,Berliner Morgenpost; Der Tagesspiegel,Subnational,,human_rights,iran/international/women,"around 1,000 people protested in Berlin to show solidarity with women's rights protests in Iran following the death of Mahsa Amini. The protest was part of a series of global protests on International Women's Day.","On 8 March 2023, around 1,000 people protested in Berlin to show solidarity with women's rights protests in Iran following the death of Mahsa Amini. The protest was part of a series of global protests on International Women's Day.",0,1678812792,12063,36936,140673,12063,6,,"1,000","1,000",,
DEU15198,2023-03-08 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Women (Germany),6,,,0,60,,Berlin,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,Berliner Zeitung,National,,human_rights,women/human_rights,"around 4,000 people protested at the U-Bahnhof Samariterstrasse in Berlin - Friedrichshain-Kreuzberg to demand equal rights for women. The protest was part of a series of global protests on International Women's Day.","On 8 March 2023, around 4,000 people protested at the U-Bahnhof Samariterstrasse in Berlin - Friedrichshain-Kreuzberg to demand equal rights for women. The protest was part of a series of global protests on International Women's Day.",0,1678812792,11620,45734,127378,11620,7,,"4,000","4,000",,
DEU15712,2023-03-08 00:00:00,2023,3,,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Zeitung,National,,environment,climate,"9 ALG activists blocked the Danziger Strasse in Berlin - Mitte, with four activists gluing themselves to the tarmac, to call for climate action. The activists were removed from the street by the police.","On 8 March 2023, 9 ALG activists blocked the Danziger Strasse in Berlin - Mitte, with four activists gluing themselves to the tarmac, to call for climate action. The activists were removed from the street by the police.",0,1690902462,23736,43046,138680,23736,1,,9,9,,
DEU15160,2023-03-07 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Ver.di: United Services Union; Labor Group (Germany),6,,,0,60,,Berlin,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,Berliner Morgenpost,Subnational,,economy,wages/economy,"at the call of Ver.di, striking employees of the public sector protested at the main waste management administration (BSR) facility in Berlin - Tempelhof-Schoneberg to demand higher wages amid inflation.","On 7 March 2023, at the call of Ver.di, striking employees of the public sector protested at the main waste management administration (BSR) facility in Berlin - Tempelhof-Schoneberg to demand higher wages amid inflation.",0,1678812792,6225,56478,257092,6225,0,,200,,,
DEU15106,2023-03-07 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Schwabische Zeitung,National,,environment,traffic/climate,"4 ALG activists rode a firetruck in front of the Federal Ministry for Traffic, in Berlin - Mitte, spraying colored water against the building's facade, to call for more climate action and specifically oppose recent policy by the minister to expand highways nationally.","On 7 March 2023, 4 ALG activists rode a firetruck in front of the Federal Ministry for Traffic, in Berlin - Mitte, spraying colored water against the building's facade, to call for more climate action and specifically oppose recent policy by the minister to expand highways nationally.",0,1690902462,23736,43046,138680,23736,1,,4,4,,
DEU15221,2023-03-05 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,Berlin,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,Berliner Morgenpost; Berliner Zeitung,Subnational-National,,environment,traffic/climate,"between 300 (according to the police) and 500 (according to demonstrators) people gathered for a bicycle demonstration and protested from Sonnenallee in Berlin - Neukolln, moving through Kreuzberg towards Sudkreuz station in Berlin - Tempelhof-Schoneberg, against the continued construction of the highway A100 in Eastern Berlin. At the end of the procession, participants took part in a rally in which several activists abseiled from a bridge onto the highway. Demonstrators called for climate protection.","On 5 March 2023, between 300 (according to the police) and 500 (according to demonstrators) people gathered for a bicycle demonstration and protested from Sonnenallee in Berlin - Neukolln, moving through Kreuzberg towards Sudkreuz station in Berlin - Tempelhof-Schoneberg, against the continued construction of the highway A100 in Eastern Berlin. At the end of the procession, participants took part in a rally in which several activists abseiled from a bridge onto the highway. Demonstrators called for climate protection.",0,1680633897,6225,56478,257092,6225,4,,400,400,cycles,
DEU15111,2023-03-04 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Der Tagesspiegel; Hamburger Abendblatt,Subnational-National,,environment,climate,6 ALG members smeared with wallpaper glue and paint the glass sculpture 'Basic Law 49' in front of the Jakob Kaiser House in Berlin - Mitte to call for climate protection.,"On 4 March 2023, 6 ALG members smeared with wallpaper glue and paint the glass sculpture 'Basic Law 49' in front of the Jakob Kaiser House in Berlin - Mitte to call for climate protection.",0,1690902462,23736,43046,138680,23736,1,,6,6,,
DEU15029,2023-03-03 00:00:00,2023,3,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Ver.di: United Services Union; Labor Group (Germany); FFF: Fridays for Future; Students (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Suddeutsche Zeitung; Tagesschau,National,,economy,verdi/economy+climate,"at the call of Ver.di and FFF, around 18,000 striking employees of the public sector, climate activists, and students protested together at the BMWK in Berlin - Mitte (Berlin, Berlin) to demand higher wages amid inflation, better public transport, and climate action. The event was part of a day of joint action called by FFF and Ver.di to demand more climate action on the occasion of a Global Climate Strike and higher wages amid inflation.","On 3 March 2023, at the call of Ver.di and FFF, around 18,000 striking employees of the public sector, climate activists, and students protested together at the BMWK in Berlin - Mitte (Berlin, Berlin) to demand higher wages amid inflation, better public transport, and climate action. The event was part of a day of joint action called by FFF and Ver.di to demand more climate action on the occasion of a Global Climate Strike and higher wages amid inflation.",0,1680633895,23736,43046,138680,23736,9,,"18,000","18,000",,
DEU15086,2023-03-01 00:00:00,2023,3,,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,Berlin,Berlin - Mitte,52.5177,13.4024,Mitteldeutschen Zeitung,National,,environment,climate,"9 ALG activists briefly blocked Strasse des 17. Juni in Berlin - Mitte (Berlin, Berlin), to call for more climate action. The activists were removed from the street by the police.","On 1 March 2023, 9 ALG activists briefly blocked Strasse des 17. Juni in Berlin - Mitte (Berlin, Berlin), to call for more climate action. The activists were removed from the street by the police.",0,1690902462,23736,43046,138680,23736,1,,9,9,,
DEU14997,2023-02-27 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Greenpeace,6,,,0,60,,Berlin,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,Berliner Zeitung; Dresdner Neueste Nachrichten,National,,environment,climate,around 10 members of Greenpeace demonstrated and occupied the roof of the SPD political party headquarters in Berlin - Friedrichshain-Kreuzberg against the expansion of highways and the environmental impact entailed. They hung a banner on the building.,"On 27 February 2023, around 10 members of Greenpeace demonstrated and occupied the roof of the SPD political party headquarters in Berlin - Friedrichshain-Kreuzberg against the expansion of highways and the environmental impact entailed. They hung a banner on the building.",0,1680633895,11620,45734,127378,11620,1,,10,10,,
DEU14995,2023-02-26 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Government of Germany (2021-); Labor Group (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Morgenpost,Subnational,,local,local/drug/other,"at the call of a city councilor and the initiative WIRamLEO, around 200 people, including residents and business owners, demonstrated at Leopoldplatz in Wedding in Berlin - Mitte for safer living conditions. They demanded more police, drug consumption rooms, and drug-free playgrounds.","On 26 February 2023, at the call of a city councilor and the initiative WIRamLEO, around 200 people, including residents and business owners, demonstrated at Leopoldplatz in Wedding in Berlin - Mitte for safer living conditions. They demanded more police, drug consumption rooms, and drug-free playgrounds.",0,1678210705,23736,43046,138680,23736,3,,200,200,,
DEU15056,2023-02-26 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,Berlin,Berlin,52.5244,13.4105,Saarbruecker Zeitung,National,,,war_peace,people gathered in Berlin to demonstrate against arms deliveries to Ukraine.,"On 26 February 2023, people gathered in Berlin to demonstrate against arms deliveries to Ukraine.",0,1678210706,12063,36936,140673,12063,0,,200,,,
DEU15006,2023-02-25 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),MLPD: Marxist-Leninist Party of Germany; REBELL: Youth League Rebel,6,,,0,60,,Berlin,Berlin,52.5244,13.4105,Rote Fahne,National,,,war_peace,"at the call of the MLPD, REBELL, and the Interalliance, people demonstrated in Berlin for peace in Ukraine. They were against arms deliveries, imperialism, and also wanted to separate themselves from the other ongoing peace demonstration that they accused of accepting fascists and Querdenken affiliates.","On 25 February 2023, at the call of the MLPD, REBELL, and the Interalliance, people demonstrated in Berlin for peace in Ukraine. They were against arms deliveries, imperialism, and also wanted to separate themselves from the other ongoing peace demonstration that they accused of accepting fascists and Querdenken affiliates.",0,1678210705,12063,36936,140673,12063,0,,200,,,
DEU15011,2023-02-25 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),AfD: Alternative for Germany; Government of Germany (2021-); The Left (Germany); Women (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Dresdner Neueste Nachrichten; Sudostschweiz,National-Regional,,pro_right_wing,war_peace,"at the call of an MP (The Left) and a women's rights activist, between 13,000 (according to the police) and 50,000 (according to organizers), including AFD politicians and other far-right affiliates, demonstrated at the Brandenburg Tor in Berlin - Mitte to call for a halt to arms deliveries to Ukraine and urge peace negotiations. Demonstrators called for negotiations with Russia.","On 25 February 2023, at the call of an MP (The Left) and a women's rights activist, between 13,000 (according to the police) and 50,000 (according to organizers), including AFD politicians and other far-right affiliates, demonstrated at the Brandenburg Tor in Berlin - Mitte to call for a halt to arms deliveries to Ukraine and urge peace negotiations. Demonstrators called for negotiations with Russia.",0,1707858599,23736,43046,138680,23736,9,,"31,500","31,500",,
DEU14836,2023-02-24 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Protesters (Ukraine); Refugees/IDPs (Ukraine); Students (Germany); Russian Group (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Rheinische Post,National,,,war_peace,"around 300 people, including many Ukrainian refugees and a student belonging to the Russian community, gathered in Berlin - Mitte (Berlin, Berlin) to protest against Russia's attack on Ukraine, one year after the invasion of the latter by the former.","On 24 February 2023, around 300 people, including many Ukrainian refugees and a student belonging to the Russian community, gathered in Berlin - Mitte (Berlin, Berlin) to protest against Russia's attack on Ukraine, one year after the invasion of the latter by the former.",0,1680633890,23736,43046,138680,23736,4,,300,300,,
DEU14838,2023-02-24 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Protesters (Ukraine); Ukrainian Group (Germany); The Greens (Germany); SPD: Social Democratic Party of Germany; CDU: Christian Democratic Union of Germany,6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Der Tagesspiegel,Subnational,,,war_peace,"at the call of the Vitsche Berlin association, between 4,000 and 10,000 people, including many Ukrainians and members of the Ukrainian community, as well as SPD, CDU and Greens representatives, marched from Karl-Marx-Allee to the Brandenburger Tor in Berlin - Mitte (Berlin, Berlin), to protest against Russia's war efforts and show solidarity with Ukraine, one year after the invasion of Ukraine by Russia. Participants called for the delivery of weapons to Ukraine.","On 24 February 2023, at the call of the Vitsche Berlin association, between 4,000 and 10,000 people, including many Ukrainians and members of the Ukrainian community, as well as SPD, CDU and Greens representatives, marched from Karl-Marx-Allee to the Brandenburger Tor in Berlin - Mitte (Berlin, Berlin), to protest against Russia's war efforts and show solidarity with Ukraine, one year after the invasion of Ukraine by Russia. Participants called for the delivery of weapons to Ukraine.",0,1680633890,23736,43046,138680,23736,8,,"7,000","7,000",,
DEU14840,2023-02-24 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Students (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Rheinische Post,National,,,war_peace,"around 400 Lilienthal High School students marched from the Rotes Rathaus to the Reichstag in Berlin - Mitte (Berlin, Berlin) to protest in solidarity with Ukraine and defend peace, lamenting the victims of conflicts around the world, one year after the invasion of Ukraine by Russia.","On 24 February 2023, around 400 Lilienthal High School students marched from the Rotes Rathaus to the Reichstag in Berlin - Mitte (Berlin, Berlin) to protest in solidarity with Ukraine and defend peace, lamenting the victims of conflicts around the world, one year after the invasion of Ukraine by Russia.",0,1680633890,23736,43046,138680,23736,4,,400,400,,
DEU14841,2023-02-24 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),The Left (Germany); Government of Germany (2021-),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Rheinische Post,National,,,war_peace,"at the call of The Left, around 70 people, including a Berlin Council member, a Berlin State Government Senator for Integration, Labour and Social Affairs (The Left), and a pensioner, gathered in front of the Russian Embassy in Berlin - Mitte (Berlin, Berlin) for a vigil and a minute's silence, to express solidarity with Ukraine one year after the invasion of the country by Russia. Participants denounced the Russian President's actions and called on Russia to withdraw from Ukraine.","On 24 February 2023, at the call of The Left, around 70 people, including a Berlin Council member, a Berlin State Government Senator for Integration, Labour and Social Affairs (The Left), and a pensioner, gathered in front of the Russian Embassy in Berlin - Mitte (Berlin, Berlin) for a vigil and a minute's silence, to express solidarity with Ukraine one year after the invasion of the country by Russia. Participants denounced the Russian President's actions and called on Russia to withdraw from Ukraine.",0,1680633890,23736,43046,138680,23736,2,,70,70,,
DEU15139,2023-02-24 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Government of Germany (2021-); The Greens (Germany); Protesters (Ukraine); Government of Ukraine (2019-),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Merkur,National,,,war_peace,"people gathered on the red carpet at the Berlinale film festival in Berlin - Mitte to show solidarity with Ukraine and call for an end to the war in Ukraine on the one-year anniversary of the Russian invasion of Ukraine. Among the protesters were Mariette Rissenbeek, Carlo Chatrian, and actress Kristen Stewart. They were supported by the Federal Minister of Culture (The Greens), Claudia Roth, and the Ukrainian Ambassador to Germany, Oleksii Makeiev.","On 24 February 2023, people gathered on the red carpet at the Berlinale film festival in Berlin - Mitte to show solidarity with Ukraine and call for an end to the war in Ukraine on the one-year anniversary of the Russian invasion of Ukraine. Among the protesters were Mariette Rissenbeek, Carlo Chatrian, and actress Kristen Stewart. They were supported by the Federal Minister of Culture (The Greens), Claudia Roth, and the Ukrainian Ambassador to Germany, Oleksii Makeiev.",0,1680633897,23736,43046,138680,23736,0,,200,,,
DEU15250,2023-02-24 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),MLPD: Marxist-Leninist Party of Germany,6,,,0,60,,Berlin,Berlin - Spandau,52.5356,13.198,Rote Fahne,National,,,war_peace,"at the call of MLPD, people gathered in front of a building by company Siemens in Berlin - Spandau, to protest for an end to the war in Ukraine, one year after the invasion of Ukraine by Russia.","On 24 February 2023, at the call of MLPD, people gathered in front of a building by company Siemens in Berlin - Spandau, to protest for an end to the war in Ukraine, one year after the invasion of Ukraine by Russia.",0,1680633898,14529,28698,192723,14529,0,,200,,,
DEU14812,2023-02-22 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Iranian Group (Germany); Women (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Suddeutsche Zeitung,National,,human_rights,iran/women/international,"around 50 people, including human rights activists affiliated with the Dawar association and members of the Iranian community, gathered in front of the Kanzleramt in Berlin - Mitte (Berlin, Berlin) to call for the freeing of protest participants in Iran, and to express support for the ongoing protest movement in the country following the death of Mahsa Amini.","On 22 February 2023, around 50 people, including human rights activists affiliated with the Dawar association and members of the Iranian community, gathered in front of the Kanzleramt in Berlin - Mitte (Berlin, Berlin) to call for the freeing of protest participants in Iran, and to express support for the ongoing protest movement in the country following the death of Mahsa Amini.",0,1677602726,23736,43046,138680,23736,2,,50,50,,
DEU14787,2023-02-21 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Krone,Regional,,environment,climate,"ALG activists gathered in front of the Kanzleramt in Berlin - Mitte (Berlin, Berlin), symbolically cutting a public that was already on the floor, to call for more climate action and reforestation.","On 21 February 2023, ALG activists gathered in front of the Kanzleramt in Berlin - Mitte (Berlin, Berlin), symbolically cutting a public that was already on the floor, to call for more climate action and reforestation.",0,1690902462,23736,43046,138680,23736,0,,200,,,
DEU14790,2023-02-19 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Antifa,6,,,0,60,,Berlin,Berlin - Neukolln,52.481,13.4354,Berliner Zeitung,National,,human_rights,racism/human_rights,"at the call of Migrantifa, around 1,500 people demonstrated at Oranienplatz in Berlin - Neukolln to call for truth on the Hanau racist attack that happened on 19 February 2020. They gathered against racism.","On 19 February 2023, at the call of Migrantifa, around 1,500 people demonstrated at Oranienplatz in Berlin - Neukolln to call for truth on the Hanau racist attack that happened on 19 February 2020. They gathered against racism.",0,1680633890,13698,46672,192613,13698,6,,"1,500","1,500",,
DEU14828,2023-02-19 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Muslim Group (Germany); Christian Group (Germany); Jewish Group (Germany),6,,,0,60,,Berlin,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,Berliner Zeitung,National,,human_rights,racism/human_rights,"more than 600 people, including Muslims, Christians, and Jewish religious representatives, demonstrated at Oranienplatz in Berlin - Friedrichshain-Kreuzberg against racism, anti-Semitism, and ideas directed against minorities. They had gathered to commemorate the victims of the 19 February 2020 Hanau shootings.","On 19 February 2023, more than 600 people, including Muslims, Christians, and Jewish religious representatives, demonstrated at Oranienplatz in Berlin - Friedrichshain-Kreuzberg against racism, anti-Semitism, and ideas directed against minorities. They had gathered to commemorate the victims of the 19 February 2020 Hanau shootings.",0,1680633890,11620,45734,127378,11620,5,,600,600,,
DEU14758,2023-02-17 00:00:00,2023,2,,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,Berlin,Berlin - Mitte,52.5177,13.4024,Norddeutscher Rundfunk,National,,environment,climate,"24 ALG activists blocked the street Unter den Linden in Berlin - Mitte (Berlin, Berlin), gluing themselves to the tarmac, to call for more climate action. The participants were removed from the street by the police.","On 17 February 2023, 24 ALG activists blocked the street Unter den Linden in Berlin - Mitte (Berlin, Berlin), gluing themselves to the tarmac, to call for more climate action. The participants were removed from the street by the police.",0,1690902462,23736,43046,138680,23736,1,,24,24,,
DEU15000,2023-02-16 00:00:00,2023,2,,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany),6,,,0,60,,Berlin,Berlin - Mitte,52.5177,13.4024,Berliner Zeitung,National,,economy,local/economy/uber,"taxi drivers gathered at the red carpet of the Berlinale movie event in Berlin - Mitte (Berlin, Berlin) to protest against the practices of ride-sharing app Uber who sponsored the event.","On 16 February 2023, taxi drivers gathered at the red carpet of the Berlinale movie event in Berlin - Mitte (Berlin, Berlin) to protest against the practices of ride-sharing app Uber who sponsored the event.",0,1678210705,23736,43046,138680,23736,0,,200,,,
